SMILES,cSMILES,TTR binding activity,pred_0,pred_1,pred_2,pred_3,pred_4
ClC(Cl)C(C1=CC=C(Cl)C=C1)C2=C(Cl)C=CC=C2,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,28.0,18.263453006653332,16.674799355704252,18.11378183832103,19.858455842825954,22.942368756972332
CC1(C)N(CO)C(=O)NC1=O,CC1(C)C(=O)NC(=O)N1CO,3.9,-0.41765398350781213,2.211934055896187,18.7270926438279,5.120918557962755,3.083202206394892
COC1=CC2=C(C=C1)N(C(=O)C3=CC=C(Cl)C=C3)C(C)=C2CC(O)=O,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,101.7,91.64523294580412,95.21037466736676,39.990023930090786,89.32178189601629,81.66459637830096
CCO[Si](CCCNC(N)=O)(OCC)OCC,CCO[Si](CCCNC(N)=O)(OCC)OCC,-29.5,11.728959983207105,-7.321787383211263,-36.29806547890973,-35.44922763416918,-27.917362869610457
CC(O)CN,CC(O)CN,5.5,-1.4676493885024682,5.235087761017769,4.261569033198498,6.077961204849336,4.995108412514048
CC1(C)N(Br)C(=O)N(Cl)C1=O,CC1(C)C(=O)N(Cl)C(=O)N1Br,33.5,31.165862786461844,28.290624046331054,31.954853048550167,14.81041443105248,28.54859195839483
FC(F)(F)C1=CC=C(Cl)C=C1,FC(F)(F)c1ccc(Cl)cc1,8.9,5.281727740881717,9.965724508485248,4.330161844157521,6.858494032130319,6.623730977078556
[O-][N+](=O)C1=CC=C(Cl)C=C1,O=[N+]([O-])c1ccc(Cl)cc1,28.0,27.125360391255644,56.51889992361182,22.656001172776342,19.88812253393527,47.84266422183395
CCCCCCCCCCN,CCCCCCCCCCN,10.1,1.9205935838519066,9.653021600543552,10.00791610524302,6.563937466701253,12.133585815089637
CCCCCCCCCCO,CCCCCCCCCCO,69.5,24.03907352253613,42.33065906857057,62.692685065613176,41.043683606048035,58.43361322314039
CCCCCCCCCCCCS,CCCCCCCCCCCCS,5.1,0.005300097883919719,22.488304972126667,4.306128199041245,17.03167672017709,11.0901213208264
CCCCCCCCCCCCO,CCCCCCCCCCCCO,71.3,34.62972108251907,48.35831432632806,52.52641669444434,46.62873708066635,60.711665065522226
CCCCCCCCCCCCN1CCCC1=O,CCCCCCCCCCCCN1CCCC1=O,29.7,15.778236567926449,15.526542900475281,24.76919394285397,14.053677125415797,16.229439995511875
CCOCC(C)O,CCOCC(C)O,3.0,3.352601292927118,5.574016174909399,4.391202851535544,5.016814839305188,5.333612386570925
CCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCO,-22.4,43.882548425591644,56.19256747401624,56.70761548726179,55.14537524806244,69.37434216676644
CCCCCCO,CCCCCCO,10.5,9.53912107558348,27.447959045282303,49.158645631179326,21.89035543005934,31.98579366677535
COCC(C)O,COCC(C)O,7.9,2.77384103506936,5.028677162091244,0.3877254688745069,4.425554289852175,7.407097061267331
CCC(C)(C)C1CCC(CC1)OC,CCC(C)(C)C1CCC(OC)CC1,34.2,25.219113974393892,25.088805931922387,11.777627428872272,32.632936080097856,22.022200251516654
CN1C=C(C(=O)C(=C1)C2=CC(=CC=C2)C(F)(F)F)C3=CC=CC=C3,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,23.8,16.270081516073198,27.18596126760728,22.15815034351152,15.573559414484093,33.84304494717315
CC1=C2C=CC=CC2=CC=C1,Cc1cccc2ccccc12,24.8,30.213392481404465,28.188578148551414,25.324124981543694,24.794588545782112,27.67132906807425
CCCCCCCCCCCC(=O)OCC(O)CO,CCCCCCCCCCCC(=O)OCC(O)CO,52.4,38.38585609371947,37.783700293433725,40.61552572228986,43.91258753107188,37.22579125177372
OC(=O)CC1=C2C=CC=CC2=CC=C1,O=C(O)Cc1cccc2ccccc12,63.0,59.58456568332032,61.97244072423932,59.684500011253,58.07678408163772,68.28406119185176
OC1=CC=CC2=CC=CC=C12,Oc1cccc2ccccc12,90.3,81.90996778018123,71.82004163856527,81.80364095857821,79.00907168960173,78.39908827194074
CCCCCCCCO,CCCCCCCCO,35.1,22.017478167995634,39.71973463539613,61.52115028968153,37.05878179548044,54.81894003445211
CCCCCC(O)C=C,C=CC(O)CCCCC,14.7,12.134358575787484,8.350015630350782,43.159316397787954,11.687176755746668,19.842605604749327
CCCCCCCCN1CCCC1=O,CCCCCCCCN1CCCC1=O,19.5,11.585856767380609,10.011726201722453,19.368700273076637,10.941510041893208,12.630864005493013
CC(O)COC1=CC=CC=C1,CC(O)COc1ccccc1,9.9,6.350040339387106,8.617712022394226,3.5419925510030503,7.80331941153875,12.031814157790915
O=C1C=CC(=O)N1C2=CC=CC=C2,O=C1C=CC(=O)N1c1ccccc1,55.0,50.40008612667358,31.653408002085236,53.843011213241,54.39134475696497,48.383285913476946
NC(=O)NC1=CC=CC=C1,NC(=O)Nc1ccccc1,11.8,21.567527094850437,7.846596393134289,10.662687858866656,9.745450163439255,9.091927334188235
CCCOCC(C)O,CCCOCC(C)O,6.4,3.8374789370068285,7.184230505495483,4.555244481705689,6.970161680468391,4.960883837273386
CCCCCCCCCCCCC=C,C=CCCCCCCCCCCCC,9.6,26.45094577542664,19.39776872898286,11.087720767282704,15.352139749714421,16.11655516627353
CCCCCCCCCCCCCO,CCCCCCCCCCCCCO,46.3,28.610177979945007,46.76600742067945,64.67467818247107,40.216092877648435,60.86870560981711
CC(C1=CC=C(C)C(C)=C1)C2=CC=C(C)C(C)=C2,Cc1ccc(C(C)c2ccc(C)c(C)c2)cc1C,41.1,32.60558244664578,32.42230176463263,37.07533391890931,28.777648400398633,51.23072370944035
C[SiH](O[Si](C)(C)C)O[Si](C)(C)C,C[SiH](O[Si](C)(C)C)O[Si](C)(C)C,10.6,5.675731183654404,4.661020715015779,7.587161878745465,33.99792009956439,18.160164563297833
CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,3.3,0.9668511184960247,5.885440478123638,2.0735719421518057,-0.07231384582532563,3.6907797810653435
C1=CC2=C(N=C1)C3=C(C=CC=N3)C=C2,c1cnc2c(c1)ccc1cccnc12,46.1,6.8546996983977655,46.464859704915355,42.74239787637971,40.246760459847295,38.79183896297282
O=CC1=CC=CC=C1C=O,O=Cc1ccccc1C=O,98.0,85.44799740684775,43.32315603961091,90.43185350999332,86.38636119546138,75.07281470906369
CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,-5.7,26.324276305883306,35.34387459775838,18.346817628888914,48.16106448367428,31.653899161698938
O(C[C@@H]([C@H](CCC)CC)CCC)C(=O)C=1C(C(OCCCCCCCCCCCC)=O)=CC=CC1,CCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OC[C@H](CCC)[C@@H](CC)CCC,6.1,29.35224863604149,24.891763657291296,19.345481993446732,14.020414306829107,13.432531838700788
OC1=C(O)C=CC=C1,Oc1ccccc1O,34.4,32.48122442566962,31.054931204455407,34.78115180334238,54.506273937972516,30.5712496779991
BrCCBr,BrCCBr,13.4,9.181167841488094,12.897253220986894,12.48923239452046,9.922058186710878,12.561144533694588
FC(F)(F)C1=CC=C(Cl)C(Cl)=C1,FC(F)(F)c1ccc(Cl)c(Cl)c1,8.3,6.607435242175665,10.01363264352015,5.976028599918291,8.756888987720458,9.388515865358208
ClC1=C(Cl)C=CC=C1,Clc1ccccc1Cl,20.8,18.496705010776274,8.421782862152668,16.282581619956687,14.435641607862154,3.1247374773340084
CC1=CC=CC(=C1C)[N+]([O-])=O,Cc1cccc([N+](=O)[O-])c1C,56.0,51.31351039281152,48.422889358650515,56.65438932701697,47.723985926036555,48.63002278593653
[O-][N+](=O)C1=C(C=CC=C1)[N+]([O-])=O,O=[N+]([O-])c1ccccc1[N+](=O)[O-],60.9,58.936207404914505,56.895884814490714,55.17404502198971,54.45280522146973,53.7560624211371
C(COC1=CC=CC=C1)OC2=CC=CC=C2,c1ccc(OCCOc2ccccc2)cc1,23.4,19.722041453681197,14.922551906245797,21.03628685968902,38.02918161354998,23.70097244029502
O=C(CC1=CC=CC=C1)C2=CC=CC=C2,O=C(Cc1ccccc1)c1ccccc1,63.1,55.72727061202433,66.00456064977313,59.631738659748756,60.69076730057307,54.26574981385512
I.I.NCCN,NCCN,13.4,-7.293868566569129,4.669309265215102,10.914088192898973,10.908454036534016,7.826149617231213
CCCCOC(CC)O,CCCCOC(O)CC,10.2,6.292167360586369,8.705434399142948,20.355863100688516,7.813228448008068,8.221102539983749
CC(O)CO,CC(O)CO,-6.8,-4.378484975612898,4.396266335939692,-7.677288275641612,0.05374998476038506,1.6506172807935675
O=C1NC(=O)C2CC=CCC12,O=C1NC(=O)C2CC=CCC12,5.3,-0.428024326861959,2.4479211352939974,2.1487143959853814,6.080532157938207,29.27705199641379
ClC1=CC(Cl)=C(Cl)C=C1,Clc1ccc(Cl)c(Cl)c1,7.5,3.4920787632205603,7.956801165308021,7.221051217477681,5.0327583648082665,6.768793564626769
CC1=CC(C)=C(C)C=C1,Cc1ccc(C)c(C)c1,17.8,14.209947271190483,19.35380726438357,15.803689530033301,16.590541740067874,17.162194689664055
ClC1=CC(Cl)=C(Cl)C=C1Cl,Clc1cc(Cl)c(Cl)cc1Cl,1.5,1.9938750049603242,7.600470447329804,-1.3812186090329628,5.992006684025297,2.403052493199439
CC1=CC(C)=C(C)C=C1C,Cc1cc(C)c(C)cc1C,14.1,5.490953459505143,19.714413812791953,13.568963526187225,12.21295452198548,19.97332519959147
ClC(=O)C1=CC(=CC=C1)C(Cl)=O,O=C(Cl)c1cccc(C(=O)Cl)c1,36.8,29.219563176396793,35.86531064576984,31.41875971720101,35.538046392943414,73.16750048359481
CC(O)CCO,CC(O)CCO,-5.8,-4.613391958275312,5.176563855036036,-4.649602878139858,0.4023659323747055,-0.6056145754662108
C1C=CC=C1,C1=CCC=C1,10.9,9.618672836848987,8.254280819710559,11.536006586054961,7.117662876394385,8.29459042978435
Cl.ClC1=CC2=C(CN3CCCCCC3=N2)C(Cl)=C1,Clc1cc(Cl)c2c(c1)N=C1CCCCCN1C2,8.2,1.7877541886205224,3.5661891318736547,5.7235862217407245,63.82278725456581,6.560784298899986
ClC1=CC(Cl)=CC=C1,Clc1cccc(Cl)c1,6.5,6.296688854789182,7.789970529370135,3.042457982060596,6.783824701226007,9.397871581825557
[O-][N+](=O)C1=CC(=CC=C1)[N+]([O-])=O,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,11.1,20.378583678363977,72.35565091982926,9.549496065000362,8.086715333911766,62.990458122303636
O=C(CC(=O)C1=CC=CC=C1)C2=CC=CC=C2,O=C(CC(=O)c1ccccc1)c1ccccc1,71.3,61.47976839277217,66.1078334140074,67.09884011931588,47.70934729993743,64.21272789294107
CCN1CN(CC)CN(CC)C1,CCN1CN(CC)CN(CC)C1,0.2,0.6303596328573011,5.185360860908812,17.96295975776474,1.485397059699669,4.7936366378164905
CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,CC(C)c1cc(C(C)C)cc(C(C)C)c1,-31.8,-37.1764070524128,16.663582256767583,-34.02242718341796,21.88606254872914,1.1562206391352952
C[Si]1(O[Si](C)(O[Si](C)(O[Si](C)(O1)C=C)C=C)C=C)C=C,C=C[Si]1(C)O[Si](C)(C=C)O[Si](C)(C=C)O[Si](C)(C=C)O1,99.7,95.95989665431475,13.394320820897004,89.56018570864624,87.94418997668176,79.58017177169467
NC1=CC=C(N)C=C1,Nc1ccc(N)cc1,108.1,97.65303503349615,68.9837168743061,101.35739542988995,8.234566329654374,87.15713988951147
OC(=O)C1CCC(CC1)C(O)=O,O=C(O)C1CCC(C(=O)O)CC1,20.8,18.09731133459794,12.08153502810254,7.8795269422294565,12.241422437459182,30.409282259873333
NC1=CC=C(N)C2=C1C(=O)C3=CC=CC=C3C2=O,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,69.5,63.806300423814996,60.097954007363676,71.70059367398994,77.85924537946741,74.15198747203615
ClC1=CC=C(Cl)C=C1,Clc1ccc(Cl)cc1,-12.7,-3.4652050473458536,8.225234882112394,-10.10080313062764,7.902933162335452,-4.755779250043212
CC1=CC=C(C)C2=C1C=CC=C2,Cc1ccc(C)c2ccccc12,55.0,31.10425678828357,30.271543698541887,51.070467005936614,46.33429303270121,49.60544497698005
C\1C/C=C/CC/C=C/CC/C=C1,C1=C/CC/C=C/CC/C=C/CC/1,10.5,10.543659979453153,13.57898724420102,9.772534342728626,9.096830414997786,7.313403882612241
NCCCCCCN,NCCCCCCN,-5.1,-10.759230188818517,-2.869669361546833,7.508943785666483,-7.879050437299217,6.673108133919659
CC12CCC(CC1)C(C)(C)O2,CC12CCC(CC1)C(C)(C)O2,12.9,8.486267305127289,10.578808414473166,10.775799831330554,8.032606905382943,10.140425190647345
OC(=O)CCCCCCCCC=C,OC(=O)CCCCCCCCC=C,92.6,74.71574460270298,72.89202972193922,85.29485016180061,80.01391434213946,79.62972154786522
CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,29.0,12.104213235453983,12.329936997519924,21.255283912130505,14.55733913610798,9.856568059093522
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@H]2O,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@H]2O,46.8,43.555904598652745,40.96764438960472,44.70442024750095,44.71894259882829,39.89454113587548
C12CC[C@@](O)(C#C)[C@@]1(C)CCC3C4=C(CCC23)C=C(O)C=C4,C#C[C@]1(O)CCC2C3CCc4cc(O)ccc4C3CC[C@@]21C,87.9,54.87865442129504,44.696994366178856,79.23866599040917,48.337894714703076,44.47253440475384
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,13.9,8.732780105997357,11.079999649364886,16.437565646393065,11.480471901226025,19.06383628763854
C12CC[C@H](O)[C@@]1(C)CCC3C4=CC=C(O)C=C4CCC23,C[C@]12CCC3c4ccc(O)cc4CCC3C1CC[C@@H]2O,55.8,42.982086983425816,43.751931547060316,44.64598913263334,46.18981503811807,40.78277736226581
CCCCOCCOCCO,CCCCOCCOCCO,8.7,4.635176762649285,8.400970722736307,4.776328149834781,5.630094204907289,4.962374472950659
CC1=C(OCC(O)=O)C=CC(Cl)=C1,Cc1cc(Cl)ccc1OCC(=O)O,79.4,76.41794034846,76.89962173631886,74.4248344054644,77.94173218374105,50.13938853240995
CCNCCO,CCNCCO,5.4,-1.69518774051536,5.220430260789181,5.248186717005887,3.836243788915173,6.425212543051002
CC(OC1=CC(Cl)=CC=C1)C(O)=O,CC(Oc1cccc(Cl)c1)C(=O)O,38.8,45.750206620791054,53.73476810553971,51.18403199734581,54.15705788863225,55.06597324363189
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,56.8,39.71347942546244,39.71451188488374,70.13171923056447,38.365636022663786,49.08333094669471
CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9.4,68.293545664743,25.421264537489478,64.58337927620435,25.46752153552726,30.955016156300957
CCOCCOCCOCCO,CCOCCOCCOCCO,6.6,5.975187316820155,7.427886447445042,4.052478330993331,4.217370221469531,20.064690869601442
COCCOCCOCCO,COCCOCCOCCO,6.1,1.148235297443549,6.761187629246432,4.358975006085112,5.449333637642662,3.1913311560110755
OC1=CC=C(C=C1)C(=O)CBr,O=C(CBr)c1ccc(O)cc1,104.3,87.26020385641122,87.90386471798794,99.83571409282028,43.02800901924873,88.95567347353875
CCC(C)=NO,CCC(C)=NO,-0.8,-2.951189578972976,5.643381629212487,-0.4853309326135107,4.438370153498813,4.490677679188874
CCCCOCCOC(C)=O,CCCCOCCOC(C)=O,8.3,5.785884390374817,7.751288794824173,7.932667817419932,7.077941686516772,3.6755670836239083
OCC#CCO,OCC#CCO,11.1,13.950174460186737,7.275057297420656,8.822727648386685,7.135021954386132,7.2862083107278774
ClC=1C=C(C2=CC=CC=C2)C=CC1O,Oc1ccc(-c2ccccc2)cc1Cl,105.7,100.9096541255073,94.49976299445262,106.88809120852812,100.88350803384256,94.49081022857743
ClCC=O,O=CCCl,8.7,11.198743896866006,7.3620156964017065,7.724788692806844,7.714489417871653,4.708039229255973
ClCC(=O)C1=CC=CC=C1,O=C(CCl)c1ccccc1,26.0,23.191868356420063,25.6564651951114,24.806627145232458,14.54510199846484,25.682498240748544
OCCCl,OCCCl,10.2,1.476164282513004,5.4260533494386936,9.402388519201697,11.834110002707842,5.224854893259821
CCCCC(CC)CO,CCCCC(CC)CO,8.6,1.4395383494429312,10.854889621803213,8.372228654653815,11.179277134805972,31.838915823367444
CCCC(O)C(CC)CO,CCCC(O)C(CC)CO,5.3,0.9505721563199749,7.401943732204401,4.047986742446437,8.18908056706127,14.67662648375936
CCCC=C(CC)C=O,CCCC=C(C=O)CC,23.2,31.53246578928426,27.99470095083827,22.383401279003625,27.34552988641918,21.172023246645516
CCC1=CC=CC(C)=C1N,CCc1cccc(C)c1N,30.3,26.281379455054612,41.783903919720885,29.48629712830277,29.929602954326043,35.161754416833446
CCCCC(CC)C(O)=O,CCCCC(CC)C(=O)O,-8.2,4.020930620477285,7.404347721113684,-3.1580456269978914,5.4445911819478185,43.7572300177362
CCCCC(CC)COC(C)=O,CCCCC(CC)COC(C)=O,10.1,1.3251423597528027,9.849751816374884,9.62565613592219,7.473470669450511,9.890084869093503
CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,53.1,50.539728052210684,88.17094846634457,48.634428409291495,50.102855633874455,46.161956922498085
CCCCC(CC)COC(=O)CS,CCCCC(CC)COC(=O)CS,58.7,50.63036426015504,48.3189408097123,23.686659641093296,45.2993781126904,49.26697330583123
CCC1=C(O)C=CC=C1,CCc1ccccc1O,68.1,43.23501509560042,58.40180891609076,62.40505405180964,64.46232201462064,57.99625457095682
CCCCCC(C)=O,CCCCCC(C)=O,13.4,13.295557650679722,13.235951628409719,9.785956089811576,11.02767416180501,17.034221443614914
COC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,COc1ccc(C(=O)c2ccccc2)c(O)c1,98.3,94.44234673858952,73.77950034400104,91.07558827336389,85.79913946056621,86.44696360612838
CC(=O)C1=CC=CC=C1O,CC(=O)c1ccccc1O,19.1,23.000672733581876,26.630330335318803,58.5572352352459,23.602458700118248,22.695113620697434
OCCOC(=O)C=C,C=CC(=O)OCCO,17.1,14.46756574024094,18.1629522248926,15.471013353289141,11.605450195918305,4.341434302572925
CCCCCCCCSCCO,CCCCCCCCSCCO,75.0,64.76517522192806,58.88884464676977,70.87397184627716,53.035870961963546,62.31831516051078
SC1=NC2=C(S1)C=CC=C2,Sc1nc2ccccc2s1,101.0,93.36619819062739,86.60639613839155,94.4183525338446,89.47434464156342,89.08920913940048
COC1=CC=C(C)C=C1N,COc1ccc(C)cc1N,37.4,39.15986474147679,49.16383726665433,35.526201224064344,39.596972911233756,39.52229468971503
COCCO,COCCO,23.3,5.241908396502716,3.7619059063202838,14.224620296080253,2.3851042916382847,1.3796338369116823
COC1=C(O)C=CC=C1,COc1ccccc1O,52.3,37.488855133913134,52.19257629682911,52.63329199554755,54.23334443877799,47.85484293019383
CC(O)CC(C)(C)O,CC(O)CC(C)(C)O,13.1,9.288700446950214,5.997367657202241,9.461808533538212,6.070352233334806,10.438954367287465
CC1=C(N)C=CC=C1,Cc1ccccc1N,30.1,31.959025418563513,36.34971320760077,34.10376500223264,36.002523816255014,32.32105353444292
Cl.CC1=CC=CC=C1N,Cc1ccccc1N,39.0,31.959025418563513,36.34971320760077,34.10376500223264,36.002523816255014,32.32105353444292
CCC(C)COC(=O)CC(C)C,CCC(C)COC(=O)CC(C)C,1.6,0.5892773262432827,6.997766819986775,9.371749538058499,6.6780421668242695,7.470690221661414
CC(CCC#N)C#N,CC(C#N)CCC#N,0.2,3.1353444486838926,7.573264901895566,0.5720319825989275,5.282652231309181,1.6843725580622735
CC(C)C#N,CC(C)C#N,4.9,3.570158872682346,4.890523520367904,3.9716466982679925,4.2810881925022635,2.964388212993973
NC1=CC=CC=C1[N+]([O-])=O,Nc1ccccc1[N+](=O)[O-],95.2,81.74542684734811,75.10757636629356,90.32849719761697,80.41161767978272,51.990533062002996
CCCCCCCCCCC(CO)CCCCCCCC,CCCCCCCCCCC(CO)CCCCCCCC,14.0,13.554474295928472,25.75657351976899,27.885640381662142,29.74309458156661,40.71150367979091
CCCC(C)=O,CCCC(C)=O,11.9,8.45321789640229,8.667751944013045,9.474135790083167,5.489757552372399,12.650272193648995
OCCOC1=CC=CC=C1,OCCOc1ccccc1,3.3,2.6678378171444193,5.915416540416547,10.450057622600973,6.242947064582578,5.433434438938595
OCCC1=CC=CC=C1,OCCc1ccccc1,7.4,3.0687482468670977,8.715668849951495,4.845854076265826,42.88892970522046,9.036629247981576
O=C(OCCC1=CC=CC=C1)C2=CC=CC=C2,O=C(OCCc1ccccc1)c1ccccc1,91.9,71.22764961909334,45.38807422124616,83.90371528454956,76.8275057922559,72.0528473100053
OC1=C(C=CC=C1)C2=CC=CC=C2,Oc1ccccc1-c1ccccc1,91.7,86.36179462988102,78.10636193524329,89.02772369298327,85.36069556402016,83.30235613832328
CCCOCCO,CCCOCCO,3.0,3.3500725819165873,5.1334069574396475,2.6591944068833206,4.317713238780157,3.591820636495459
O=C1CCCN1,O=C1CCCN1,13.1,7.637945281772889,4.257828969136,11.084025409824793,5.593892858162816,4.853303770924661
CCC(C)C1CCCCC1=O,CCC(C)C1CCCCC1=O,9.9,7.277181426908175,10.98425149897712,10.329199369303744,9.087921073972096,10.225243663576936
CCC1=CC(=C(O)C=C1)C(C)(C)C,CCc1ccc(O)c(C(C)(C)C)c1,87.9,77.38996462526256,70.92544324785278,73.44698202312165,78.39648291751656,81.90173480248878
CC1=CC(O)=C(C=C1)C(C)(C)C,Cc1ccc(C(C)(C)C)c(O)c1,66.2,62.4230979993949,63.49275927328132,59.925038868525526,55.00633572479823,71.29466648717286
CCCCCCCCCC(C)=O,CCCCCCCCCC(C)=O,15.8,13.736725986017587,17.183838887228497,12.81331446033146,13.684169537440564,19.886167153013677
NC(=O)C(Br)(Br)C#N,N#CC(Br)(Br)C(N)=O,25.8,11.3997761509904,25.32082886831131,23.064223270116774,26.090778979915903,22.7775594628131
OC1=C(CC2=C(O)C=CC=C2)C=CC=C1,Oc1ccccc1Cc1ccccc1O,100.9,93.13821364669032,75.72808660000042,95.54788769888205,95.41066666280743,90.90180107490538
CC1=CC(CC2=CC(C)=CC(=C2O)C(C)(C)C)=C(O)C(=C1)C(C)(C)C,Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,52.3,34.306414333506986,39.72672468553445,43.970368062606255,47.49708470440359,65.04057677835904
CCC1=CC(CC2=C(O)C(=CC(CC)=C2)C(C)(C)C)=C(O)C(=C1)C(C)(C)C,CCc1cc(Cc2cc(CC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,39.3,37.53076445185983,30.63271287818605,32.95793630217547,39.676512152081294,62.21625359768997
CC(C)(C1=CC(Cl)=C(O)C(Cl)=C1)C2=CC(Cl)=C(O)C(Cl)=C2,CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,105.2,99.63945208591434,100.61989287976101,100.24885752557222,92.19648309170827,91.84973078659613
CC1=C(C)C(O)=CC=C1,Cc1cccc(O)c1C,67.6,62.17564515628687,57.35779257696905,58.10022260552461,59.6736116086295,56.405964262142184
CC1=CC=CC(=C1[N+]([O-])=O)[N+]([O-])=O,Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-],58.0,69.78584185787139,58.837101283867064,53.14786955905896,58.18630346023327,57.609332452472785
CC(C)(C1=CC=CC=C1)C2=CC(=C(O)C=C2)C(C)(C)C3=CC=CC=C3,CC(C)(c1ccccc1)c1ccc(O)c(C(C)(C)c2ccccc2)c1,97.6,77.89596450126562,83.33945476856852,95.36481483524952,55.54863587285754,83.71345629318525
CC(C)NC1=NC(NC(C)C)=NC(Cl)=N1,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,30.1,19.460079099203593,23.68194757231977,16.709913829661843,18.535672246387964,28.24401289553816
