cSMILES,TTR binding activity,F_1_M_0,F_1_M_1,F_1_M_2,F_1_M_3,F_1_M_4,F_2_M_0,F_2_M_1,F_2_M_2,F_2_M_3,F_2_M_4,F_3_M_0,F_3_M_1,F_3_M_2,F_3_M_3,F_3_M_4,F_4_M_0,F_4_M_1,F_4_M_2,F_4_M_3,F_4_M_4,emb
ClCC(Cl)CCl,10.70079458,-1.1625424376482627,1.055066245354347,6.066857565444963,9.333118265108444,2.346158742531756,-6.463700621624575,4.905303382851081,9.481112656547491,4.56171389209419,5.63001844182314,10.266149570332065,2.714150156956549,5.412410707761652,10.484631513630733,7.050323656527141,3.50153111162728,2.8413550594665864,-2.012737211432025,8.855291808503026,0.3355647094204528,5.402127213162952
NCc1cccc(CN)c1,-4.52199394,20.53585202499082,24.227863440975916,24.975192842085622,22.56527720291608,27.613761309419708,26.809522931686253,26.082267381826615,27.50161086003009,17.606626068861065,21.50114233652429,28.09890884825807,19.179860289865484,19.114420512255823,24.40373426125217,20.02119972912554,22.21035832131842,31.714613675050213,20.35818074032129,24.18453575309759,38.455973016100266,25.353629548034032
OC(CCl)CCl,1.731827396,1.615679940669665,2.7708302915421115,5.709636717963953,4.097681321437847,3.174019494726849,2.14138779070192,1.3912548390845956,6.096590196739392,0.4578906051715634,4.80679552409083,8.018034704120318,6.327181882997216,5.433902388393221,8.787065008964078,5.651241996902144,-2.1260568708680765,3.423626285848769,0.6079691550793029,7.666381052447221,-2.75328636966902,4.317642362620348
CC(C)c1cccc(C(C)C)c1,21.53852357,1.0045221324244693,6.3901774092927255,9.809135343261506,13.146550824320226,-2.77326167711184,6.21570762552804,28.34545416759866,5.309273893400324,13.78645053710245,4.318242247508422,22.988052569586607,20.722181084766948,16.488081008999877,18.876161486800783,17.08353781807566,-6.938856417417583,-10.686638563702084,3.884778260570968,5.024594531090372,-9.90418503344992,6.721661027599619
O=C(NCO)NCO,13.3282559,1.3412925946826777,7.581903078722334,-3.489174464848091,9.039650626273476,6.399083009729026,6.551876892048547,8.646557072053454,10.032795184120914,0.6206378272101603,1.5158470906548374,9.82345866171783,7.971760278520513,6.108265808626825,11.898427585489811,9.049589330231155,2.027542657030402,17.296220468904906,7.608055458872691,10.317105871789291,10.622328901969958,6.713717434011237
CCCCC(CC)COCCO,27.39115415,41.24992868063897,39.99605389577862,44.04474040029294,43.89848578385751,45.7148906900054,22.9804805673792,17.477327200867922,27.676983715870733,20.7078015641639,20.948222022930683,28.16145222614172,29.2787992645758,23.74137851179788,28.08004607244972,37.095885578461214,25.43322856162069,28.62428336295275,22.36880326335155,32.577643109452346,32.69240187607432,32.32554419280105
CC(C=O)Cc1ccc(C(C)(C)C)cc1,78.93843029,5.12145650058806,16.746481713111724,16.10397425914921,16.76808482028449,7.334568470155375,28.847135117068227,28.58182585426096,24.76112231587835,26.575711211565704,18.245109423080752,33.401527727941264,21.220901212607785,25.6211726301118,21.40831647330405,26.091378239832498,15.218687595341738,7.644906146271126,13.743855413999832,20.570984241952974,12.011489199759737,18.4095225188388
O=[N+]([O-])C(CO)(CO)CO,11.44086022,1.3622523732243152,-0.5394051037668746,1.3722294561588697,2.887731666894517,-0.1756675348620646,-0.182031783494672,4.1515695991750405,1.612939718545853,-2.1579277847932943,-8.38587844081642,8.760797886543529,0.4651407176273068,1.1332333557137702,3.853424103384505,6.4197723932390645,-2.9544100036349903,4.9102250933905935,-5.728023948734588,-7.728497892227622,-8.263646220762944,0.2804951482512441
N#CSCSc1nc2ccccc2s1,96.1798647,98.34552339044308,112.2143844549071,93.0423964182097,100.77917192781676,86.51072254397357,95.67645419862971,78.06456820327205,92.9643957816339,75.56882154914987,81.21810940469805,72.45663370720152,84.23608090507332,79.25995654673746,74.53781640601022,74.89170996980728,96.30497051233786,87.6838747419043,95.11229660486144,86.89880544184622,88.59410624131576,89.936506787547
C=CC(=O)NC(C)(C)CS(=O)(=O)O,1.340730467,15.40443890574588,21.193544669440865,15.873372781974023,14.34492495482506,12.77192058190347,2.626270988455253,32.636087388269594,9.388960352929344,16.338042547558402,21.88677543669757,15.011116673623595,10.55740547525514,13.782063106014151,4.18608690370926,21.923851506140146,16.78505870611057,16.651821456187186,29.994862151681765,28.36004940225152,30.166909747394666,16.14207433243196
COc1ccccc1N,52.25730398,38.95183285995613,52.48574860524941,49.8923767188278,45.08881693418527,41.14661241650131,36.02614580277374,48.52263167314529,26.53920517981654,44.93158423717605,38.25963248644126,38.7462808918294,34.590207654025555,43.01357363171615,34.11263442342725,34.93273268445445,33.21436995654322,28.63262302705204,28.987063089198656,26.07164882685084,32.0570094836875,37.10784592420672
O=C(CCl)Nc1ccccc1,27.63407157,29.190003184275056,42.14875356053715,29.394332481464915,40.53043006138151,31.642802275644144,26.743093639295274,28.261418883843653,21.928319170990427,33.73674316352611,24.76874487052189,39.37800491197096,32.52614024383245,27.889207096255987,28.9710288382778,22.8930052721434,32.077891178386054,20.469578698224968,20.246418396574008,35.87069991943499,20.54503259541253,29.27874526951614
CCOCCO,-23.54424203,6.548372578384146,5.989214606217068,7.272202919171008,10.608044111395206,9.419901760484343,3.783626884867161,0.1715552097329507,5.522138465486975,1.3430461031445944,4.109558449182252,5.478797680436891,4.8716873024408045,1.3752987020805063,5.255014075868367,4.327751765705429,0.7279952492084618,1.5319301925267794,6.727295833526561,8.061134551988246,6.579552556686132,5.200952246273588
CCCCC(C=O)CC,5.541245624,16.57219674125966,18.070098534564988,22.57084539884962,14.587659653896448,22.915982426803712,30.295795946672868,18.11373098801524,28.135333498787528,25.21090281096309,24.99689458518472,24.557743355237296,24.03383485491171,23.627368676103075,20.98467909505998,24.695057039900945,23.22678877347204,12.637738327124303,25.22344751042395,25.389876406566177,19.77846238380773,21.53605406222086
CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1,45.81324631,36.6170488929092,33.196202141688126,36.21031150177944,41.03475634388006,33.82013320696935,52.11780767730206,37.67218021504414,32.75035862511383,39.3658749342432,35.31667855804072,39.90269568414722,35.242823957921246,37.21574001333818,34.039357264424254,50.7933353622664,48.44785959143077,42.20412225943257,31.601378605185005,47.24037925561265,46.51951127085732,42.46856613532454
O=C(O)CF,23.34705993,7.244669332023285,8.986779112835102,6.247516540765119,5.038842565179742,8.1855736834449,11.51664960278024,9.284049331872367,2.788650337026312,-1.7101824955686595,5.981510720247364,9.46360785488099,10.527882369796654,7.320405805088349,16.019798292965554,11.816372427771398,4.749188240148449,1.030327051237144,5.442599317795093,16.05958384318959,7.24966679893862,7.986039929132984
CCCCCCCCC(CO)CCCCCC,27.78831504,30.52770077880475,32.33002655862185,39.06751289895679,22.42322453244588,41.350965034010976,23.1181420648741,18.02081480596156,22.58038787597012,17.926589427155754,18.03206524218348,21.15980493829655,19.51707269611867,20.551565380997747,17.642632861022694,34.856942279284965,8.830344391995858,8.271281073510274,17.390540009352712,17.235556732833878,11.52572816681372,23.05338458774468
CC(C)(O)C#N,17.39541759,-3.409792542221389,-3.543486331808708,-8.998153425075692,-3.4836018775928324,-2.013857239118636,-1.3541069465312248,0.0783490568283866,-0.0497877637996566,-4.923552906585712,-4.398701338565218,6.700497330801049,-0.9805771434905992,-3.4417845884843388,-7.791497276781726,1.0798790855149676,-13.544759659032266,-5.226108476721855,-18.9975075054954,-9.354205333494328,-8.509281320696573,-5.322716394202407
CC(C)c1ccccc1O,85.84807142,65.49799344510367,73.79389838328666,70.48708602325385,75.7964135417476,75.19294493782388,66.47630944818246,71.6495863484297,60.55353796498216,70.22238227980958,70.72100663355621,60.83387713008616,66.71965298662488,63.7751261039307,66.99050034601453,69.97421961712836,60.72609164938325,61.023350246125005,51.25723920001055,61.2539891334234,51.71344051587536,66.97421958660152
COc1cc([N+](=O)[O-])ccc1N,98.78113243,60.26073410292171,75.30602805894583,72.73607509122579,65.26625241994367,65.00676263287194,70.39586275125397,64.60325139275317,56.00174000890807,63.98762380067542,61.51698992061661,69.07395675149687,68.00261554746922,71.08080875605022,71.00147678414535,77.65495204875744,69.63001590335892,75.99756959294884,66.8008179343653,66.37170805528389,66.25950541197558,68.58782901836446
O=C1OC(=O)C2C3C=CC(C3)C12,5.296084208,13.70794837056152,12.964139711636124,12.811365629200829,14.166558249439692,12.581765373376466,10.242415977808513,11.432819895374736,16.2533385996771,7.699681062073921,11.274500138716032,14.2990277017733,7.473982960582916,10.066751853539948,2.4324736391666377,11.257549264889484,16.92300477547727,17.88795705136754,11.963017206706166,12.69802466357159,8.670472272075259,12.71944551698945
CC(C)(C)c1ccccc1O,68.2942369,59.85036289307348,66.31776099137959,63.32876175776501,65.49025593624334,60.49915871973066,66.64033340754956,68.64042899112744,66.62086208130896,68.16866589239575,70.13935973007108,45.52361068159107,48.201322909813136,48.38865814129668,46.99927317189746,55.93479678520391,52.13050288800241,56.48290634355888,39.429491748320615,52.43716719433235,45.31310240293648,57.84090770624295
CC(C)(CO)CO,13.95437747,12.035680365952413,4.310967817094145,13.66947380536299,7.944918275205161,10.087567096547223,5.5531177393767805,4.311010287928944,7.887699027370772,3.6320413766259705,2.420833132489712,10.36069805555902,6.698438497082108,2.422295677373974,11.354998535004786,10.003234969616669,-0.5852513311625387,0.6782869470426434,2.854420894716036,5.8073907575525965,4.48021943244364,6.589616486708486
c1ccc2occc2c1,24.42513756,14.969987883278112,5.857325649854268,6.9918104407399255,11.791538248271642,22.669801638017148,6.051108052382318,36.32063121848949,7.793270236177044,10.242937492547783,8.8484417031149,17.425536629023675,13.543604555672612,19.603258676761985,35.49425655919292,24.25068332523848,17.444002787085726,11.168443509227256,19.408560866386264,21.178612818916395,27.61256064576077,17.802622075038865
CCCCOC(=O)COc1ccc(Cl)cc1Cl,80.36463566,77.71418497376885,76.3618818432179,81.92162009113937,85.31222545646074,85.43536689996895,82.66893311389566,71.86339873568565,72.0673759175889,74.08887957301587,70.52617002534048,75.64394729546748,82.69623114915083,81.05697853329026,91.0852835055984,90.24726144164906,83.93198891695246,85.7611841622419,75.09785756580827,83.19316191561921,89.06504891662162,83.90936064769306
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,95.10694813,52.07593838675017,54.56806615539119,60.671096530126505,56.87582537969402,64.63923754898867,77.17509992988252,63.6635337676596,76.36710697370629,73.8281460069563,76.14063324728231,62.55668901434798,65.29932960062173,64.04984994682948,61.965082377807306,68.79052397618952,65.96117534733654,59.79763435090122,62.56393888949506,62.07539941449153,63.59144623750177,64.97155499146264
Cc1ccc(C)c(S(=O)(=O)O)c1,41.54081266,16.44978864847771,25.506143159221857,20.372468509294134,25.601115371764223,26.24970590413126,16.12119628617605,52.34215747544139,7.923884792807023,18.35021952860252,20.855630435113063,31.408208882516483,23.339790826093225,23.746421448489635,25.89498984069666,31.680211732182897,20.391276952152527,31.729219474281585,21.1846425370428,26.671509261558963,33.01757448895181,23.980768993793493
Cc1ccc(C)c(O)c1,75.15746097,54.25188330715935,59.279588777142045,56.185702824384975,63.15407278431523,57.35763241552719,55.94237929699775,70.36245767643999,58.30576832344229,69.62393221470427,62.69003453843821,51.68157849792215,58.23298362760247,61.85667897216504,63.084072755828544,62.41072011551447,71.53242233772703,69.38565398491458,70.89439790830913,68.07817467810406,65.78516180212935,62.45158299357584
CC(C)CCCC(C)(C)O,12.51616822,13.237238204700006,14.507922034210903,13.972066610719963,17.089512004473452,21.205691065302204,13.783507549362152,13.712932106595863,18.13719482335941,13.755765561986674,12.39776931241823,16.963068638253066,18.192446707875725,12.451797799001117,17.00739385919245,22.363367557219743,4.871752021402749,12.435018336129186,7.93290110052444,13.332815168627448,12.099956877076233,13.75711404760532
Cc1cccc(C)c1N,43.11033884,35.180429640870486,47.91521320953786,51.617089180838576,45.90487546035837,53.32502569607087,38.0538005189741,51.573781245776566,49.89072496741686,51.7986579685591,51.95553111690575,54.088774994656575,52.91257798132027,57.2696467794441,54.77784624938075,57.617586389073125,38.0852491904469,37.843902402186174,41.70796928248293,38.87387667488856,38.56060272385522,47.8862196657333
Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],62.33371891,65.67818694032212,70.14433677648182,64.75528700792853,68.77879161530186,59.91217074620015,64.75797031735314,62.61167316192957,61.838411789012014,63.41675126186598,63.342574987040976,62.05804781942928,64.34894652201767,71.23118035787375,69.8320592317877,71.32667823074746,62.79973990957794,76.45190234688347,66.51845144001776,64.11797293670166,63.49889440218814,65.98149632155642
OCC(O)CCl,13.82537201,2.186942591141793,0.0621357099243269,4.993032297057724,2.713778239831868,0.5222759644198831,0.928911465083452,-0.1626556715633142,4.863251117588398,-2.6053008726272395,0.8130962416563463,7.6456028665281295,7.344673293481556,4.013403595896442,6.345575446435113,5.618309427723794,-3.675902649836516,-0.0710031335142886,0.7099104327559544,5.715365980334198,-4.410066379956916,2.7583785231687687
Cc1ccc(N)cc1Cl,77.07181467,68.56669516783009,68.79888849912666,63.17837655434221,68.52444187029653,68.76937442588586,60.72645580641738,60.884318967184015,57.64171776322875,61.85942818381627,63.57499744383118,65.19933035860534,64.67386731822998,73.4273595539039,73.45046935943918,72.66495084419455,76.24351268567885,77.31601300951799,66.0856521542698,68.80455616770735,79.49986412880784,68.84283390465633
Cc1cccc(N)c1,22.97129385,31.19138318607289,39.81966191287659,37.487207130312605,39.44994528500036,40.34025872847008,34.527000290643905,44.8895284554758,33.78061748443389,46.85076632206423,45.0270498364588,33.94496061544334,30.685457388434877,36.96841466474383,34.82593260379299,30.63681607146169,46.99600920355572,38.11032918483913,36.759861024336026,45.56548325002403,51.227300998823935,38.758270441378585
Cc1cccnc1,21.72913313,19.22352748732549,9.50327978587092,16.11000354386274,15.223909474416295,11.708715725081904,9.103631199622528,20.14787001507134,11.136065024958516,9.908627069019136,13.578288253515565,11.273987045923445,15.83509744775816,16.779779815319362,27.85138397477721,15.581871863234449,9.20418691583304,24.048536328341843,16.566824120238408,10.299031900153556,9.679330873157198,13.786635673919475
OCC=Cc1ccccc1,23.72947381,32.15367931230978,41.2674833794357,48.27504799126921,40.64116382538639,46.24045752117769,31.22665106714114,30.57804253671788,30.629351147612283,34.67338471724259,28.636739625137228,42.78326805742016,32.098245969246186,45.095648436988526,37.49134746644861,37.69027405236176,22.56034441721591,14.543597751153282,26.900459610885623,37.47511654529034,19.760366722538446,36.2024172455482
CC(=O)OCCC(C)CC(C)(C)C,10.05837449,13.213863199215584,11.687854751278833,15.090332054854407,16.41417722503681,17.467350107402396,14.831295579410371,9.517211863520792,13.780335181695031,10.41571684044229,11.878630602952434,14.985149934823388,12.49597611700209,12.135202233492542,15.99436435138973,13.725610718621674,7.127985785769731,17.01451117045387,16.978168020480467,14.498238220513883,10.427892182026904,14.55618138636612
O=C(Oc1ccc(Br)cc1)N1CCN2CCC1CC2,-2.65643261,6.434894238307919,9.9899765584328,15.251557235928589,14.004885153550669,11.191389483563825,19.578804384175985,8.980452014959948,19.429564610280732,17.620652867782113,16.109162495864428,19.525152357731333,14.26508216009426,16.076130088393665,14.999903813518532,22.05340235717025,-1.030908231677884,22.05087444583833,2.545885857492557,13.850613959287545,5.218194031178463,12.354287531162983
CCCCOc1ccc(N)cc1,61.68164509,73.69525612362169,68.42348538408821,73.02600112909829,73.07122735143233,73.08916590063463,63.49549565957318,62.63432334772202,60.46201321022039,64.84867709464002,59.266562934264186,76.02101424965375,71.62189612984533,73.02193814002294,67.37108858556034,73.6653423141315,62.58535089573388,69.02096882436146,60.34125248133712,60.95565906878436,63.305303577953474,68.88206338197074
Nc1ccc(Cl)cc1,47.91314244,59.687084769097936,62.89574889315861,55.11936146602908,54.1129331054802,65.12359813839862,44.93939045805815,50.55496000535456,44.37056178095512,51.7232612194065,51.40019257625348,51.73260643949923,46.26256096535907,56.26884310424714,44.50331550793517,57.43610644560494,61.06381659543593,70.00945652161491,54.844049561953554,59.95225324157644,68.74878561296481,53.68587423088739
OC1CCC(C2CCCCC2)CC1,82.66215692,30.39641453134722,23.383982049337167,26.44784014421288,26.17329690630504,33.8348111997989,33.58385278645594,14.97478787136574,37.73026229615958,27.84755582296001,28.03348340137662,29.77448924523924,32.579268678170706,28.806009697945864,39.70994011793797,43.23278323789072,19.64133184466244,30.86194212514903,27.154677298814285,33.11872463724478,35.05400876038612,31.782569765419552
CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,4.826103947,50.47854186845211,59.41002091252618,68.76473499449486,63.9177499783363,63.741932435206,25.792957621204884,16.165135525931046,54.54906611256492,41.16739974032058,22.894763885481385,67.18748841610045,49.70415751041813,67.4883237081567,65.10071025014508,65.39768440676038,42.9052312591459,26.600308701510208,51.499954875268585,58.29683642475706,44.28085424327698,50.5491616503199
COc1ccc(O)cc1,21.41267072,43.97290578740483,55.83524131885248,50.19774209493204,53.23987906586392,42.29878958526928,48.36650671451277,61.50989429061629,34.688412889381894,53.15837023965553,47.82332098205868,43.38766306067311,42.08007534663215,46.95224669095624,36.26815302387158,40.365117425158765,47.40149798722143,39.4330302764738,40.67710251525008,42.9444645527896,38.75222738280874,43.6283896484279
CN1CCOCC1,19.68054397,8.833563702567531,8.962927648944692,9.775728363321107,9.858528929902274,12.343389061106372,10.756110159954751,2.098519711925931,10.46692915504666,5.23353091039592,2.599095959012097,14.295977821365373,9.145370046075836,4.092919744619614,10.558394329362962,11.103261713095726,9.83610354444376,12.814521854322454,4.7053925320878776,9.349993308397616,18.636945646018148,9.182602902910036
NCCCN1CCOCC1,7.328752215,14.617151770528682,11.552261715050149,11.045865473278589,15.08467822814744,15.070588672427586,13.09131683284356,5.389684541519301,13.277763762037868,4.834680332930176,7.216215259151397,14.582609572600226,11.11326865355711,9.60189614187485,9.300229861555046,15.911570293816917,3.982941204083524,9.221321726336136,7.154833214175724,9.303926695704549,15.948587143506554,10.472013963003096
CCCc1ccc(N)cc1,35.16247601,57.7000654871358,57.60863707121676,61.68805857363721,63.19800137108274,63.94429112677663,58.03053296889623,54.31362168343697,53.3780426348532,53.97771858419004,50.74318462898171,68.10059980739008,62.52302412305875,64.81601893324597,62.62616971905456,59.49523616300246,58.85355184041106,58.96703851002543,56.97454201375142,51.77482434778019,59.62713647950535,60.37209889985693
c1cc(-c2ccncc2)ccn1,36.58913468,26.180180303091973,20.931578176922358,21.009570246226527,27.21095195556325,43.37114815220399,15.489717675570592,34.965000719911544,23.373023196857467,19.82661260775555,22.902573622801047,17.834588957322712,21.15248829493116,21.161440603849616,36.49036893290332,28.564951842626897,43.80322953411574,66.28670855037176,42.1589325857359,42.34467230486696,60.675233796639375,32.5577495957724
O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,32.24124406,21.738173953716675,46.41794980462672,42.71791846290356,39.08225662438325,41.26628923797326,14.086607155112606,66.5841331615177,31.7279457494698,52.88245215523296,44.78772515373392,36.16155931991277,39.61142354041985,36.616719163570025,23.12996409696444,27.27420890749964,36.126506373021066,40.18725908658966,22.0690286691182,37.18970753759682,37.72955302739742,35.23559415335744
CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N,43.36185941,48.15350114645845,58.540967366991495,54.28593032223959,61.95944664689343,60.424875121614086,62.19984314294448,64.00160515640343,62.377902557078926,60.67415501914141,53.82476220629187,72.89527272581299,71.50241361154939,68.1722796710105,78.73832394566668,75.20026753274543,66.07708041109154,63.08427753624366,58.33467290600026,59.92468137940995,61.35331464129413,63.43041714478074
Cn1sc(Cl)cc1=O,11.55946256,44.35049660402974,43.23606341146372,48.28680246166756,40.299880182236464,39.09905548837192,41.38346411843087,34.15302661542999,38.16120307128806,22.41757573508431,36.07892374357672,36.34675678475525,35.62185546483613,49.128556168275566,40.324991168455966,53.335914975944,41.984966304705296,39.51518464370525,35.734879434156014,25.953901228725925,39.248222940464906,38.23671401769664
Nc1nc2nc[nH]c2c(=S)[nH]1,11.88592199,25.515164031853157,25.92322211298845,25.84144582219711,23.856876897751476,24.169477525294997,26.414526369783356,37.89038436231402,19.78283133719544,24.317143401772828,19.415509679859227,24.71821837109372,20.17195941781624,34.29949112407038,27.63053075494284,16.46269311162863,25.998059153666752,19.825726264272664,30.86284766734967,29.78599965646579,24.21667111416264,23.661094375122357
C=CC#N,79.83144095,7.673523614966371,6.613994294419555,8.623614611413991,12.293674907980474,7.229890338794313,10.466119833418077,6.716188658304965,7.269862030526234,10.34363960834382,10.096692641470607,9.605371383029825,9.522246245700284,5.82030973836509,2.258610722684182,7.091603382220939,6.5294126308127005,0.4252990613361618,5.6366282726274335,10.682626083234016,12.30612335084216,7.915728544986167
C=CCN=C=S,11.238935,19.51325811138172,24.237378337300047,20.3678971433897,23.9255922999345,21.287400388437405,21.836967533154567,21.99192665748924,24.607221368753244,22.80379851478644,27.652846888477125,24.06607347214965,24.18615566139568,21.855839830817693,22.14396253724837,19.45311948854249,18.978683174277247,14.570306365904564,19.24600140086904,28.560523431692715,25.09466205778634,21.74377565543489
CC1=CCC2CC1C2(C)C,14.6862403,16.952728920060235,16.649758461035844,21.183042823561475,20.026976882111622,22.141666158099685,14.382115583662344,11.78677476206989,16.082647474701268,18.12393623079704,11.446249440901427,17.542247724720323,13.535899825440072,12.77653441839513,15.084212944680049,14.775830788235524,13.903360979113463,12.475057399659208,12.93593174707199,18.2182511289666,7.597377652276904,15.901258070077834
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,11.27842345,20.659981515884716,34.64284842794589,33.03870958407097,31.654288875417933,22.36175041976949,25.899568434078045,31.64779369475888,32.374338383241536,34.05205075849487,26.517894486238248,35.99264177025999,35.65632229268842,30.392853046092043,31.111592116631947,26.37702881099363,19.147220302800363,33.40801880054764,23.48965520277806,16.320883196471748,27.82655924620096,28.38069514055891
O=C[C@H](O)[C@@H](O)[C@@H](O)CO,10.02933917,2.111692902248109,-1.315351650657277,4.34291468256459,3.62928538211969,2.703634286672184,1.492774932355509,0.0056139804114963,9.16830335521562,-3.497039141707617,-4.066347136299235,8.135973645272351,0.5015551057041421,1.2698750142487114,2.983732397010918,3.526269066959621,0.405847797970118,7.51435624194437,5.768830927030564,6.08947962459073,2.6465908260569577,2.960181185583954
O=C(NC(=O)c1cc(F)c(F)cc1Cl)Nc1cc(F)ccc1N1CCC(C(=O)O)CC1,21.4705986,41.13193680802223,41.95354394071716,52.84343383500169,38.68824871430117,48.95096242517212,40.13265984066573,26.597711126905235,40.4278443174055,39.6147770403983,41.15116710378814,45.92380607825256,26.15081144132604,45.19105230294456,28.69589059753781,39.51762532906211,41.49245180614593,27.37802955372215,49.264022607902746,33.68258570267124,39.01732486204561,36.37670249134325
CC1COc2ccccc2N1C(=O)C(Cl)Cl,31.68089716,39.20258350513029,50.363653914105655,47.933159443553166,58.26533508129855,38.68896532311341,37.79612463061824,34.552802827458905,31.254626762366584,47.70108690761343,42.96730708655728,41.11672486335963,34.02767738452991,32.40128644981449,45.86025959448348,51.58515754837573,34.7675602770048,33.24990787887115,27.348424288410506,42.55717364279127,40.64064840924505,40.39780036863824
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,100.6343086,104.14132591975212,106.15858054954664,107.83956971908005,102.897607001227,107.92047982166326,100.13533164472696,101.84802499981036,98.84237326025756,101.97957655180176,106.7852201842462,99.47663807227482,95.95879506516286,101.29943604306604,102.51010481756228,101.71759635354664,94.2327125576536,93.82926802194982,94.19881599834444,98.46185274127384,93.34936319006182,102.07122015225204
