cSMILES,activity,F_1_M_0,F_1_M_1,F_1_M_2,F_1_M_3,F_1_M_4,F_2_M_0,F_2_M_1,F_2_M_2,F_2_M_3,F_2_M_4,F_3_M_0,F_3_M_1,F_3_M_2,F_3_M_3,F_3_M_4,F_4_M_0,F_4_M_1,F_4_M_2,F_4_M_3,F_4_M_4,emb
CC(C)=CCC[C@H](C)CCO,38.8,49.63315919370235,42.37068903876708,42.62916353853561,38.26758397189737,48.33625917355797,43.19172748394296,24.68881353989149,38.40477831553417,35.37336244948432,35.69012152167868,30.240116745476293,31.170550624302116,30.412439373686595,40.4213885477548,47.14771365785525,39.08742548655305,52.09519650251261,31.89790517679451,36.80806081248857,53.07283504506524,39.546964509974046
CC/C=C\CCO,19.0,23.366214761681714,20.611160996727644,23.4117198329446,24.94827294214745,25.20279834002133,21.17758896597875,14.51393113896576,22.37401518860472,22.90850395949391,21.52335973000198,19.282161742110723,16.151723709403118,16.900994472739864,21.27115736561291,20.167589603543767,15.240539901141574,21.58065620429297,21.94005343218704,24.021974118617013,20.52509331529165,20.855975486075426
Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,94.3,96.75638310588285,107.8546143872727,97.17648328898876,100.5123727857518,100.09827993075083,96.03256437105232,76.6825995873896,88.12664328735818,88.8461518547838,97.07056047497932,93.38235432418128,96.61720964996348,98.9201434305958,94.1187020141001,99.52114308487018,100.00169092332312,91.6760600169369,96.48060882688466,85.97137840095773,93.07569640773048,94.94608200768769
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,28.0,19.52301562823056,28.31127006785196,32.6505183912857,36.21325478515835,28.254247657563283,15.063631477737626,44.69504267953021,15.887380238132351,24.43945916576748,12.641085151770689,44.23652168298417,23.44267440863919,30.08199765808739,24.27497054686222,24.81769139362924,17.10491139411951,25.82012173796384,11.403363930188064,12.379015702307672,25.53073214027337,24.838545291904147
CC1(C)C(=O)NC(=O)N1CO,3.9,5.920966879796595,8.230185120738959,2.971838651685644,6.340647691678825,3.7201330457420383,3.1976520582345245,10.980815929772962,2.857741302153009,0.0579342433416272,0.5595535199063377,13.027867805368846,6.299206739844983,5.091254573418787,7.816608849745648,8.666010409969012,-2.727028899295547,4.135467045121338,-1.7022717968227568,3.651957396137632,1.210398726881209,4.515346964670982
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,101.7,78.27398188324534,90.04939888617439,88.50278416109398,82.54490672995905,86.32302867126735,83.89787285916722,75.35260067266233,83.13685085291078,88.71943892087128,87.61370649176276,75.99502558504183,79.80819831289136,79.83790340258699,80.17089947524963,88.30869079990211,70.61385334317964,52.9951622983657,72.71208897196459,81.79963766355952,72.68127234061927,79.96686511612373
CCO[Si](CCCNC(N)=O)(OCC)OCC,-29.5,-0.9231187951493496,4.569559578875328,1.4883447849244362,4.901503978569686,2.9082479219430226,-0.5066736267118088,10.263631457077558,-3.837374034257593,-0.0043099473657193,1.5333492118633243,15.99835046395739,13.083368612533398,5.943697243725396,6.502689235357423,12.21349711450384,-27.4451946557109,-30.87405243030233,-9.3959752297815,-5.603521114241069,-26.48018381781005,-1.283208202399976
CC(O)CN,5.5,4.491455530867448,4.709807416121009,4.208250410878449,3.1321394595389904,7.222653440609392,4.432568665372784,-0.0618583414580342,13.839623400892638,1.9733475186539309,3.5047701406274285,10.693884882783482,3.8223552282009408,4.081684958702844,2.413933172790337,4.427343187624139,-0.5521529503679474,1.37115361488722,2.6508810355727945,3.0435154579161576,2.450156490864117,4.092775636053907
CC1(C)C(=O)N(Cl)C(=O)N1Br,33.5,16.464738903253537,22.88655508216676,22.749179169322133,25.189652918470028,20.5374131398602,21.019498589246865,18.988709374706925,15.9620888475045,11.67876278407773,14.82967693615321,20.076090998724744,16.64420813639554,20.237785089711878,27.78438307937428,28.64611900497133,7.024524064781353,10.332854714708656,-2.181916353108172,10.909473622588177,0.0484199888022303,16.491410904585596
FC(F)(F)c1ccc(Cl)cc1,8.9,13.565348980537909,26.317670390301167,26.01087289440289,17.465881210289012,17.152720689226935,9.891657282357787,41.21734375366539,18.341057315299256,26.6355858643498,18.74670273210658,19.5796401923952,5.242847442954208,16.217615158733864,6.238535826280788,7.243555835068292,5.560556220883747,7.3036067486097025,-2.6182814146114595,10.35959586391026,4.488695741234288,14.74806043639978
O=[N+]([O-])c1ccc(Cl)cc1,28.0,49.71120505669752,61.97269526450502,61.62253127101866,53.988935354237725,56.79316753106857,42.90514390916135,48.01806183497477,46.27976556853155,49.364204985023,46.15011072885952,43.53596678438039,36.01332986989264,36.7317282681332,31.264623319415104,28.210435585777468,29.962691002721364,26.981931296901134,28.463408097480546,31.734829497998835,25.65199562799646,41.767838042738745
CCCCCCCCCCN,10.1,9.544768993426214,18.48007891678066,15.763245020365698,17.667989596521934,14.776141768850362,11.244691568037624,16.295020827510676,11.378930760303636,6.878964011844019,6.162264266541136,16.68325362187677,12.87810793369182,4.989882775589763,15.06040151317027,22.2397914898788,5.255198714975087,7.693013753481082,12.391556648425258,16.7297739991595,12.702186904249494,12.740763154233987
CCCCCCCCCCO,69.5,46.16855292159976,49.4436291996044,52.790797257275024,48.4901151678806,52.56685851297063,47.3441127735325,27.40872497343844,45.61874563650204,31.95111294260907,33.76436991994778,35.871356402096744,37.942457612684265,30.357104106400403,46.43094845851392,45.58440602413668,43.68633406746885,63.2710860120678,42.31319197073506,52.79850672891067,57.73266411308919,44.576753740073194
CCCCCCCCCCCCS,5.1,26.374045080637003,44.08701400768942,44.58183911674419,39.09970663904485,34.70152691543601,30.337161154135888,30.37810979899596,25.75455920505948,23.583093012571616,20.549983846590305,22.3099058505436,21.26515627094972,18.320206220089663,17.36296694016598,28.752904285709896,8.752387511096835,3.5598588741651653,22.137919283194066,25.68642575229091,7.371308770767122,24.748303926793884
CCCCCCCCCCCCO,71.3,43.27091595962089,52.08186227974256,54.537175402793,48.80664053920614,51.93705625055759,44.603837650090966,28.642681863618748,42.46762266213469,30.062873614759127,31.57553901781137,31.8381093688736,31.850366445761036,29.50766307971597,38.73408274056092,41.5844616952007,39.18697087308388,50.179045347365005,41.2187785762321,49.59816551097493,49.29032833771087,41.54870886079071
CCCCCCCCCCCCN1CCCC1=O,29.7,14.432975346515494,19.09883810291304,25.28867392963284,24.551077893102537,26.940633169144427,19.46117792491165,19.455605723859243,21.605081738834656,25.074882678321885,15.611897109986096,25.912471290367694,23.615229450453548,17.65424477090076,25.951358910004664,27.280566296603013,19.231428136087985,31.85357481926697,22.318426920472444,34.87699694979487,30.582414803832947,23.539877798250338
CCOCC(C)O,3.0,5.12062654078408,3.907119915652288,6.859214481581148,8.689671068299099,8.027332405475484,2.6131920047035067,-1.6636486658867398,5.417818205939632,1.2930975420992965,2.153332858589025,8.01349386851657,5.757691812721646,3.131393968507936,4.179303057568262,4.585191491238511,-0.714512871256531,-0.2680751439334443,5.044653104195767,6.045237110079064,2.683493568575905,4.043781316172525
CCCCCCCCCCCCCCCCO,-22.4,33.4651612651212,49.73557030522848,51.23337878294738,41.583353187324605,45.59789682243939,34.35161445103382,27.691656457321542,29.857368675984805,23.884058952210356,21.74942663165008,20.80474711389805,19.09500520599256,23.930314327535765,17.15590176702122,29.262160862364752,16.379471234612208,-0.040260246923033,25.39719123548032,29.58947856273876,7.309343656683204,27.40164196253327
CCCCCCO,10.5,27.15737014583761,25.038699038885245,29.58127434032759,27.73728040659534,29.05422022338224,24.50900456282466,15.997872116088033,24.27691427413603,19.63623592434331,19.516397896350604,20.34662481900704,19.182526468568604,15.793094170278152,17.394612464197348,23.27462512112986,9.715296623506864,10.517138517187782,16.681848584871346,19.626867028049134,8.563735416421096,20.18008190709939
COCC(C)O,7.9,4.923939241207279,4.197267715271359,7.025228398984609,8.712549854429824,7.686262839259122,1.3248385304630617,-3.2982879270049708,8.98595713320357,-0.4493502846231649,0.947876424315794,6.052648794660243,4.703071232698946,3.1971100113450603,6.082923955460153,5.851694345237192,0.513653952558208,10.260823441695006,5.630680975108511,7.908498093819331,7.218574709247242,4.873798071866818
CCC(C)(C)C1CCC(OC)CC1,34.2,25.01990308411825,20.57895065195435,23.600295263484934,24.05766788747015,31.11913606340126,25.256852371020106,12.833441860022909,21.57390770840321,16.742309520843246,12.660980614479747,21.469669279612216,22.59621309976524,21.28859277107937,30.260907896423944,31.1966818066901,19.48562847230981,32.076769824331606,19.84540526879097,23.499292991445213,28.212262746143985,23.16874345908953
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,23.8,31.000977672208183,37.69251486887189,38.15582236415378,40.31471077349558,36.67039796258399,45.70494975074435,49.80352651283142,36.9523857341956,38.27345073356564,33.04590059506796,35.28682193612096,14.857241327089866,23.964536134442277,20.579415547023277,29.39322349811179,53.46706148651104,34.94703169204041,41.37969803433266,47.80949951493371,51.39905903792896,37.03491125881267
Cc1cccc2ccccc12,24.8,46.585837169656486,46.36441520160951,47.8841621736971,43.07425185171189,54.306739698012514,29.31172792912529,57.71058259437098,31.743724275284794,32.91302199364144,31.623835394195105,37.063598724437526,31.4459991152777,34.261024480018115,43.92145626505983,37.207844254471176,23.469286467912923,26.783549232615663,24.902696871586112,28.26837491261492,26.693848499631954,36.77679885524656
CCCCCCCCCCCC(=O)OCC(O)CO,52.4,51.6524590815852,56.52093961753452,58.38088832088471,63.09671114442415,61.60236193038556,58.0182524869652,34.83701050768013,54.71561108716544,39.989053940727736,45.20228555123471,50.88561014081972,48.77664689043765,42.15665261436914,47.92029320346848,59.25763710447969,57.60590013429827,52.45624756496473,49.96064537803704,59.291332150503365,56.71009766360477,52.45183182567852
O=C(O)Cc1cccc2ccccc12,63.0,63.42789145414024,73.00037776689621,69.55177621569607,69.75895438284797,75.31000220509713,68.05944642384543,64.63425447022027,62.95059715153346,66.12165778586055,63.74598719550419,66.36525732173982,71.3014613547075,75.3106135653046,75.87119517828512,75.26030040518904,63.36592827268412,62.213187149533326,69.25639895171065,57.1292682681127,60.89641600371074,67.67654857613097
Oc1cccc2ccccc12,90.3,77.15514117596635,77.7774265934352,85.17291077507932,76.6776859399519,89.9446043847879,73.35777649947812,80.14588375659747,75.00633868936185,78.61060062717641,79.98318846963664,75.54448085067548,75.09634795559649,74.53495728016412,90.04968356722831,83.80193667786105,77.143552226286,87.74015934096194,80.94538710833604,78.11628674269338,86.32582171654937,80.15650851889116
CCCCCCCCO,35.1,40.92881738857902,39.95503977434128,44.32151278288592,41.8405682697484,43.344159363406426,39.806567602203785,23.19199374546304,38.639353102604666,28.257944643536995,28.85270731812064,31.72701676242592,34.12247253513853,26.008531560311592,35.58401589899859,38.78832569131532,27.832853577856653,40.40021550013786,30.99925268825277,38.906680618907735,35.03583610091774,35.427193246257644
C=CC(O)CCCCC,14.7,19.295821816705555,14.896646223669226,18.662134332405916,17.647833429853986,21.17308989289635,26.98337668650213,15.712923820018194,24.83108102959612,24.538696279578087,25.158474349954275,24.633204325085945,21.48158815085413,21.90143017109236,18.48303606812302,24.54619503021317,23.20939368736637,15.114208630539943,25.98440444486647,23.65087750238704,16.872704346315583,21.238856010901195
CCCCCCCCN1CCCC1=O,19.5,13.328167107774068,18.544334931762965,24.062083361453727,23.75386307732007,25.276882132999912,19.663657645405877,19.219394170353404,24.89152264031253,25.242337598764173,20.838422612678603,25.67915872803292,17.655016559472717,19.20067007775308,15.728270507977356,23.14662552127777,6.185339129020456,12.907032479332337,12.521080633085184,16.37071079162208,13.16455132948704,18.868956051794314
CC(O)COc1ccccc1,9.9,12.28200277486426,13.789416171002443,15.731943679187232,15.137955938844373,16.92909263093382,7.822399322921292,18.040325083510485,11.088325868680016,20.68079315976193,13.003799734916385,17.485663782457625,6.83871764777863,12.237519033805974,7.602768600784572,9.992513247693758,-1.2258286304490582,7.508304834184415,5.209524684649239,2.1072563982468324,3.135427449040108,10.769896070640716
O=C1C=CC(=O)N1c1ccccc1,55.0,36.43831057192378,54.08593745524245,43.805962282086,60.88784558295441,42.4509222602767,39.77082950631811,32.62327889971457,30.13711480843135,43.60813076521898,43.893987925149794,41.08635137899786,35.041899108344,44.42703643123734,53.999710154936615,49.88654353805495,52.684470227085846,54.98226783622129,38.99556446606794,46.7882724003209,51.702173835728736,44.86483047171558
NC(=O)Nc1ccccc1,11.8,13.968336182923792,20.201347484737116,12.570108609886251,21.27299685321499,16.318804304388028,15.270196757683088,23.818968070052737,9.831421247990878,17.529325033523566,16.78139066686517,16.678454061694918,17.510334705786175,19.715251337780085,12.434140942836454,6.111497673271892,27.8913320833477,16.813977494520415,18.63306103264966,21.67949152644552,16.309585066356476,17.067001056797743
CCCOCC(C)O,6.4,8.169600250709678,7.18275169585376,10.60592529866813,10.900413919801636,11.418163923865134,5.307718005028796,1.864733959344264,4.7186400574994,3.4754830846883,5.045036873552846,10.250779576328052,7.440565830965923,5.174666938881636,3.660262087440806,6.443283441128514,0.3723416520648186,4.348498287905279,6.400159766572124,6.705647410282083,3.473069974485305,6.147887101753325
C=CCCCCCCCCCCCC,9.6,5.159577564388599,8.862807709522919,16.022914851627707,8.159647320044556,9.51159694919752,7.287320872503251,20.357529760067266,11.308788109852102,12.510371052908315,2.585077815937346,10.033181243241032,7.134207426941615,12.257171138835638,8.718599469339367,16.339816477681016,4.091289599510319,10.590011347983104,14.219298688266951,9.562081052122211,8.2041429818251,10.145771571589798
CCCCCCCCCCCCCO,46.3,40.95976879630839,52.00580458765347,54.2495581023117,47.49771872695406,50.42928331495406,42.17684019041443,28.56766272576076,39.64789282059939,28.698329217468515,29.118408257972757,29.092323524911016,28.439250067841314,28.296272946014703,32.96500838717622,38.41172233101025,33.52845862443672,36.3972911452947,37.44242538736562,44.621853510634175,38.42022253536357,38.0483047600223
Cc1ccc(C(C)c2ccc(C)c(C)c2)cc1C,41.1,23.913652296193725,31.61925381295201,33.17038556133063,38.97378178371389,36.12064894610469,41.70164721258835,57.07815075869229,37.75258355979281,37.49709976451116,32.39176368381416,43.63437174581331,40.49304096985151,35.35720982128676,43.260473619563456,38.31822354401859,35.377941268465484,37.91367036193907,24.95218393948974,33.26184910662112,37.889440872302345,37.03386863145225
C[SiH](O[Si](C)(C)C)O[Si](C)(C)C,10.6,12.7027572649056,7.578157281300164,13.52351944554977,12.410369891212312,11.072724992543192,9.240079796655335,4.562345768873726,17.317689591610804,3.760039703713289,10.15300108558116,10.17379366627544,6.040572057574067,5.556623349077739,11.699444266538888,7.295936599227467,4.18607329811605,11.814339106659803,7.884303307596284,10.968612577420764,10.036446351601988,9.398841470101692
CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,3.3,10.84107398947832,9.614470247334069,12.557929279112056,10.11335074199186,16.22102933076161,10.867668870966291,6.66472748811961,15.964819767010574,12.077886020701769,8.023836013936965,13.888366018895244,9.167366020376583,12.47516632911449,12.760197496095005,18.561563362738376,3.276344998202916,4.393630077392423,10.391919924787178,8.548624248728046,5.653999500136209,10.60319848629398
c1cnc2c(c1)ccc1cccnc12,46.1,30.801105566558192,25.639977471104025,28.025298415183045,34.41119577813537,44.361673615622685,31.108457649944487,51.53279148564659,29.9818657132458,36.65056178379287,31.96739026156682,34.53015066318906,35.737179752942545,33.364283996036754,40.07169134450419,44.54210555771006,42.12738955500704,45.81993816831962,34.38773575223502,38.732837392657466,38.36847567876464,36.60810528010832
O=Cc1ccccc1C=O,98.0,65.39742559086706,70.01764934068945,72.59850815588658,64.35861013484589,77.3635291522505,37.74629671043067,46.53400400392752,39.073836012334176,39.34135535614624,51.802625592104576,64.60168754610274,78.53522515185904,78.88074086300426,86.35550002691141,86.47868362222286,79.84213955997893,94.93173474349918,70.093881251238,68.27700788676734,89.58996407604889,68.09102023885575
CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,-5.7,-3.681294789842177,10.012179081019545,13.128888928385912,5.375918224297081,11.936785605288886,10.287835367279952,11.824150706371704,4.885494478604976,17.65922548283421,1.457000319618274,6.657932752541441,7.882699823962895,1.6711919161788271,4.4813596173363806,16.45004630343817,6.673082594472774,14.532674851698395,13.066318979147134,15.04499917885092,8.26403890486852,8.880526416317691
CCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OC[C@H](CCC)[C@@H](CC)CCC,6.1,-2.217829741419216,18.76838455694064,15.166486356021206,4.481188620699761,21.5354749347132,25.24026776951888,13.480871031388478,9.957333516121103,35.52802186514103,9.93912161551642,5.478571844576344,11.735696403609118,2.3417753264747887,4.820185763330933,21.76453417314165,9.204167395162848,16.04092858937476,21.514112408567023,32.04704418155377,-0.4815011380479674,13.817241773619239
Oc1ccccc1O,34.4,33.36310859522999,42.44412325920396,37.93936945108398,43.09947203568908,44.327893098878974,46.56896009819948,64.28815045611469,48.54888323198685,56.15774540866365,50.50637582208151,39.95498929320488,39.36109435562214,46.21225383484174,43.377190744858325,44.338965104860186,33.123495272143714,34.57347709808859,41.47994724947213,43.3052561530004,32.12153180556676,43.254614118439555
BrCCBr,13.4,5.784471426955655,8.97706111788169,9.11354559241834,10.739706914689728,6.746083055920344,4.377348693933833,7.518135505844157,13.137415706249158,8.743255858938056,10.274414477599557,11.204534844772084,6.052843934384399,9.664514067518294,9.488623013453282,12.17232482528739,6.518084135210465,12.73333755595145,6.026263018651079,12.680898528921912,15.291881432713572,9.362237185364723
FC(F)(F)c1ccc(Cl)c(Cl)c1,8.3,21.11701051894579,31.01214260766641,29.65179457573513,27.79054055200541,20.85838582225175,18.43228344336384,52.28461340927223,26.089784984333825,36.52647860418286,25.53741107103759,27.50462397381783,10.66913721911397,20.41077974405088,14.241757481604292,13.214756846584232,8.397061427419771,8.24332313586661,4.606036658730176,21.911017519756037,10.127564502138076,21.431325204893838
Clc1ccccc1Cl,20.8,3.526238626775438,10.730757401036286,8.458830264090494,19.30633244522837,7.094977957431318,6.028511965629214,40.8268054935948,7.048391383260785,13.11845940286311,2.7375159250386005,23.296208890170583,13.528324457496584,20.94110592946202,14.594186401179568,13.752000625587762,6.930538544690194,15.856423552633444,1.966017842507512,2.649484223172287,14.133216870640766,12.32621641012446
Cc1cccc([N+](=O)[O-])c1C,56.0,47.28330530836288,48.904030174352144,49.58106439529216,50.978306665520094,55.21921463265672,49.977377021704925,52.02587285182207,54.58995849442407,54.57766611070439,52.72852415858817,49.73684834752245,50.36746812897211,59.0124210189712,58.53479461827952,53.491793245376826,51.65327564137594,53.97394496908799,49.48220188520936,48.76957324999815,51.01050660461937,52.09490737614202
O=[N+]([O-])c1ccccc1[N+](=O)[O-],60.9,51.85304807050503,67.51281747832938,61.32021511892968,67.75343116901283,60.04451859568208,54.03152765268291,52.22226534840934,46.26795033833887,56.78111132732912,56.32103362109569,56.137781564790686,53.65329548551156,60.81683419664918,59.93716843853176,60.61109992027481,59.31994186163514,73.36963190261253,58.94914456234814,48.9465178227254,70.82761986454086,58.83384771699675
c1ccc(OCCOc2ccccc2)cc1,23.4,32.25969295438716,35.730400968011566,32.46151370904781,50.33526511705409,37.107934437471165,27.055099028902497,52.50298526356407,33.6925907735561,41.34317805155516,31.035364437887143,33.66265208613109,16.563696555821036,22.78114635857669,26.694537586559647,23.06319780774673,22.87161668619317,31.04996305148852,29.390361219876,33.049893669661174,28.373970893544445,32.05125303285176
O=C(Cc1ccccc1)c1ccccc1,63.1,61.50770259951533,58.43424617320292,59.52798498773341,62.121016546722174,71.81841180997631,64.73216507558618,57.21734325900061,69.52555419363844,68.53706303863412,67.17435368075805,61.18315969568201,61.16127992818329,64.63016040518063,64.89151608068393,65.5464905056283,65.94285411387835,74.69469933326731,71.50852686844695,72.6366502575205,67.13251750021828,65.49618480267284
NCCN,13.4,8.440323038726206,10.98936672810433,10.959545262343532,13.407865205564184,11.60418031167655,9.755773479295724,7.608026469617741,15.468272816374729,6.265515529071045,9.845867855457236,13.26397152353345,8.085642944507434,7.08157451594785,0.2673172741154914,4.672563658294976,5.826106742341359,11.932547609497622,10.087939710608826,11.914929120166398,14.838142974738158,9.615773638499142
CCCCOC(O)CC,10.2,13.281933077106633,13.447729624085245,13.922574219340628,15.562306921369595,15.299824448549677,6.431597415894792,5.63450433416552,3.8388555121524135,5.819735116955378,6.102078003290423,14.089563844828202,11.086497237467388,11.169352687312973,7.781687609445811,11.20563771310076,3.228350177087407,10.470839825415744,4.491077262997884,8.73507267663529,7.623875877582769,9.461154679239225
CC(O)CO,-6.8,5.71729737869429,0.6561322329106218,5.731582348230425,5.149374328385768,4.490594831811471,0.4715235630861869,-5.207832538529267,6.497905526437641,-2.200787207722982,-0.8052959959661692,7.113217847398047,3.103719208976038,2.2587905143401485,4.247851915277444,5.706512583043811,-4.34381322532051,-2.897531108618132,1.124026268165473,3.4238908993780584,-5.111808445849427,1.756267546206447
O=C1NC(=O)C2CC=CCC12,5.3,15.443550212592964,12.81739930523607,12.307167243947202,11.996986234668174,12.105682425397688,11.096152917692269,11.652942394579744,19.042146241809107,10.175372120330586,11.705937813520883,18.8892994331734,8.10829230799694,11.043906348233731,5.123426316931031,9.076400212781948,15.290699347685194,5.089767541976073,13.005516429421398,10.843437364287258,2.127362688546036,11.347072245040385
Clc1ccc(Cl)c(Cl)c1,7.5,6.188178806102656,17.663176707923228,15.583387461258376,22.683676018973006,10.833121305853991,7.534118526027875,48.85516981214504,14.672651228515605,15.676000143685297,2.9516875299157945,29.63832556939943,18.266836601822668,28.614486636426985,17.857861013864593,10.6699331260788,-0.0654983045197497,6.444653880832952,3.255015412571595,8.006697909708912,5.94424366938847,14.563686152798777
Cc1ccc(C)c(C)c1,17.8,18.69848788921651,20.506788062225716,23.176621642334123,22.89079819677306,24.60589915338199,20.07788533381469,41.25003228670326,16.2959751345647,23.0741617098492,20.1457385129212,23.02223710261321,18.83276372769645,22.163434850622068,27.14933812097761,20.507718142753493,14.014741585310304,19.847138270511472,18.20977915810266,18.71731224520438,18.66616808929767,21.592650960743693
Clc1cc(Cl)c(Cl)cc1Cl,1.5,5.080364707647895,24.83431924149568,19.85613470648345,38.74378027086789,13.82431180900394,20.03226253195532,60.97642149968597,30.838254588038183,28.00316413576681,8.595442135719907,48.89897757167385,43.73037911973647,49.431550056494,45.39962487564392,24.684968973936257,10.344890292364564,1.0047419595036615,11.107612762977908,14.1341321731765,3.2879576280046336,25.140464552008837
Cc1cc(C)c(C)cc1C,14.1,21.39040762188624,26.58762799050901,28.083629439342538,30.969701581129573,29.22472207157756,27.768628570499835,50.33537200465827,28.29529137435756,30.08476533201997,24.816930884865364,33.7067311898341,27.46298795368385,29.259090152435704,28.90413537935221,26.435355855286737,28.56940642111239,32.07373327563486,32.83341269066139,28.925782283053184,24.204819898391893,29.49662659851461
O=C(Cl)c1cccc(C(=O)Cl)c1,36.8,36.097171842390416,51.79015775657582,48.028040536169954,51.283143436272994,41.18841271317749,37.2714169660424,41.69379723910817,41.30055994415283,36.495133079796695,43.89941838671912,51.53433022797574,47.55295692451613,53.37325244069354,37.28062808271085,43.18114685503888,35.40277372991484,36.32366188852939,33.13189404049443,37.83144550339859,33.72151642592695,41.919042900980266
CC(O)CCO,-5.8,5.379830891944394,1.688935969505124,4.95398027305378,2.2223278615144224,4.834492409211748,2.030861289361063,-1.847853730890641,5.777702327346859,1.103088732154596,0.5551606779116298,8.403740428117686,2.133234546202395,2.490818224109113,0.9383874374312596,4.733096439245436,-5.7225885265674,-6.900786772613742,-0.6845551493997206,1.0154002454292623,-4.976573580676252,1.4064349996195507
