cSMILES,activity,F_1_M_0,F_1_M_1,F_1_M_2,F_1_M_3,F_1_M_4,F_2_M_0,F_2_M_1,F_2_M_2,F_2_M_3,F_2_M_4,F_3_M_0,F_3_M_1,F_3_M_2,F_3_M_3,F_3_M_4,F_4_M_0,F_4_M_1,F_4_M_2,F_4_M_3,F_4_M_4,emb
Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,94.3,101.70228222028152,102.71469417538172,97.11566419285546,89.4846962455372,94.60158462905562,82.58236064541668,86.69012636187605,81.83555927873623,80.05460315570758,96.77084018419262,95.52069669188212,104.01210753113014,90.3939347492337,88.51794057776198,98.32253185705034,98.33649522108468,107.3238318364246,92.451348342475,96.9162481366956,107.5155877236636,94.64315668782214
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,28.0,25.268216747870195,24.314746613924072,17.001419496068152,25.413723931086835,20.251310508843563,20.94614817519404,10.6233900100362,24.611046057225867,16.83489698244735,19.015634018267026,29.99338360361288,26.22864469401936,29.82173631601917,22.93649267494388,24.958358875888702,25.91222862031291,27.38233963165821,22.53935128473264,27.951662484644125,37.4385941669586,23.972166244687692
CC1(C)C(=O)NC(=O)N1CO,3.9,7.1889177409143485,5.380457595483513,8.154774485818947,11.848533825510174,5.132121151389121,14.48484301577015,1.086614254845074,3.741903713225256,7.705630245316883,5.572049022528823,6.455867667575376,8.595885966146191,9.104640132979444,10.330315630323962,4.2425258170218,9.357610085390087,4.012508785267698,5.112326189984188,3.5220567208259936,10.09398398760531,7.056178301696117
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,101.7,93.5691926850992,87.99165859141723,89.91575842015982,85.72011448541957,78.2011864927091,79.4489324774899,80.19596549428668,93.18962376177488,87.54626658346211,89.53977884748721,82.21994540211654,91.61828584744552,80.97528541720436,80.63815273798171,76.70219761551218,70.62890460797925,85.59230028118938,78.19705227640648,78.40021467187597,85.37041633416771,83.78306165155925
CCO[Si](CCCNC(N)=O)(OCC)OCC,-29.5,-2.33168786372864,-7.228049095186492,2.5708736121872704,7.24790333101172,7.299396959055606,-0.8026297179317723,-4.36299762988024,-17.79401560680779,6.416319320561684,-5.208001486614798,5.6493988957058505,-4.660977402360174,7.950394038858104,5.749719980008798,0.701527585907705,10.536785663185372,11.582543999940714,9.785437512440442,7.794773097514088,7.358805493675561,2.41277603437715
CC(O)CN,5.5,3.567481776144696,4.199872549740135,9.825723286702363,8.665617836290146,8.548127046936674,7.720693937603492,1.6274057412237468,-3.0563708589297107,2.6046861041970857,0.4369686628782929,9.51531351404265,7.168127801139114,10.039711070631547,8.536939454748367,9.833685305551196,4.914837121509407,-0.3271673859878063,5.933244207738312,2.6165112191257194,6.427159267557336,5.439928382942138
CC1(C)C(=O)N(Cl)C(=O)N1Br,33.5,25.86192004571494,30.66693442493672,27.730903031935224,24.65912920021741,18.923134451167613,16.705449610499613,13.72315598420731,32.97547650091113,24.58494359342381,22.523013038560293,12.59699894594593,6.607709168139259,20.318142689617112,17.866396095187138,9.576042374273271,25.28313489464473,24.88236265339256,14.33581343823976,18.337058766815,23.47150627190012,20.581461258986444
FC(F)(F)c1ccc(Cl)cc1,8.9,16.5125929916202,24.70527981457112,18.96453987154472,28.46274111488584,34.184572340632045,12.500888463951956,3.76612830964914,2.849904911595424,15.11189199685278,6.61761683692302,12.95183471357539,5.453600673927809,19.52155746127517,14.21313138759275,2.897794147643338,9.48789780468164,7.843453834383052,14.331080677890755,16.241687907708446,16.030755149154672,14.13244752050296
O=[N+]([O-])c1ccc(Cl)cc1,28.0,36.53377135923803,46.131925122969065,38.82485216009894,54.24868990982965,55.95256683404448,33.02162152581943,32.831142927853875,25.47379259694416,42.464546005930806,30.036420476076398,52.24400283239766,39.18876822989797,53.77656482877208,49.596208616352975,37.667241218875226,38.26329556060374,38.90785228876919,28.76517140241197,37.75087204636317,29.282813324694303,40.048105963397155
CCCCCCCCCCN,10.1,13.610030962297948,9.807391572199304,16.39043707343034,27.545855412340828,24.9057308996072,9.362700744098092,11.102468189498993,12.9361075547238,8.426040658004112,15.621856858492292,13.529268435432613,12.944716068237163,9.497554525672438,13.77143567684507,11.911564344815012,10.420172500331304,15.315804789946554,11.518756480151056,13.905848359721922,8.298758633396421,13.541124986962123
CCCCCCCCCCO,69.5,48.03102220972609,49.08336531908826,47.89331230363094,43.300031789004,46.111182913978006,40.13153814644991,39.20503703397949,49.90012946079042,42.83403732544448,50.15381743933979,35.46855523684899,32.056567402500136,25.87533220039236,32.62542800497162,28.764447633403535,44.72483183353796,38.42552547095618,40.08333156656996,44.14014728269385,43.095018484295686,41.09513295288008
CCCCCCCCCCCCS,5.1,25.56810766951504,22.93713300100489,21.810345324273115,38.96798260962837,35.73872718576564,30.21879989960449,28.922817237008267,11.368323161426652,27.184820413561315,22.33002168030516,28.466845903293343,14.400484414901277,18.15110105874301,15.88063159560047,17.775173804925682,27.02596641138564,35.897232827344226,28.797355882906373,32.68052001648224,28.21939691799183,25.617089350783345
CCCCCCCCCCCCO,71.3,37.49289756157256,35.999384854287335,36.67490244877445,44.85417088799336,41.29147124385121,40.38531017545856,38.337056783502256,44.63273720391111,41.10084342129305,46.70447052677589,35.590727025592614,24.30756612707196,24.50753857111643,29.056277692293413,24.924875872815647,43.99223088616285,43.97801390066549,43.8728152622349,42.86929077272904,45.74646089494123,38.315952105652165
CCCCCCCCCCCCN1CCCC1=O,29.7,21.837298453074258,29.771792279403023,24.07142011253658,35.48527591363067,33.756126161023964,11.935870236240913,15.538893943220526,17.196796666493714,19.312425005266554,24.81775839505632,23.161247077759448,20.19673871912067,21.40225905466416,25.24336376424817,21.53008184595712,25.13221456338904,27.27909427225604,28.204441908325325,23.6342862934974,20.327597060304768,23.491749086273433
CCOCC(C)O,3.0,0.3775285948675844,6.732008403960712,6.2526146405649925,4.656357007683042,4.443330357957578,4.21394659285891,0.5087244313185764,3.3895252779415657,4.252258948208954,3.0119055596123374,7.797275439130551,3.5967350399294205,5.375661074967951,8.359899970685834,8.172222293589911,2.194004406577932,-1.982513378770548,1.0947171394253772,-1.9048525009569344,0.6152119881486442,3.55782806438512
CCCCCCCCCCCCCCCCO,-22.4,11.143981942343991,13.963269820633997,12.474935726617716,34.78868730931002,28.06205458692465,35.16381723730834,30.60570278185461,18.79441030208473,33.08161676103923,29.225198927972627,30.01546301415378,7.829626467944902,21.38508271591239,21.082843438839173,16.8052492400981,32.4458935290629,38.45875205654099,34.05871522120303,34.07456483800867,35.102906125019835,25.928138602143683
CCCCCCO,10.5,16.948316024938393,21.337228667870058,19.43750280287857,20.180650353768,22.006639427229363,22.318391986502228,18.15028570455704,7.357814030379714,18.986218743310666,9.871841960879564,16.815629433300444,20.65945281610408,16.690404915305955,24.81238902147967,20.051024714544088,23.814634603680176,10.521751560414575,11.86661650345438,22.25940979267988,14.04314330052388,17.90646731819004
COCC(C)O,7.9,2.883016635355034,8.95482593316023,7.6973698125312,4.787527193125619,3.657611638249541,3.5164223537012376,-0.3575183092294409,9.31506447156595,4.119695024233245,4.679597645208766,8.359134571187067,6.389305861164566,5.821867482761718,7.964848479392355,8.627286695582864,1.7761705001380506,3.5951729516197446,2.087587841223744,-1.9693197939132503,3.072194382448835,4.748893068475352
CCC(C)(C)C1CCC(OC)CC1,34.2,20.39043810168807,19.41244775166806,18.82056139873854,16.659507186234173,16.639625410616596,18.834344208249053,22.87324013063404,33.68222760014198,24.53450714286516,22.47332516106273,20.33888157603588,28.262757286944417,18.41318373711349,22.469792480570835,18.156063255493425,29.149094674797443,29.09588104799168,28.94185684680521,21.046455046395444,22.924566767430207,22.655937840573824
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,23.8,67.46459423992636,44.2433576696852,56.52850314350846,43.51587726543254,63.32563215431577,25.983212651828616,23.588558530579075,21.959409377994778,21.25609817574594,28.078916935688984,42.78086599825176,28.75445443994776,46.28560315936205,35.34311249399741,22.172702450125545,32.307520143095594,32.418417760338485,27.52284318731286,25.7372169570187,38.4191130509666,36.38430048925614
Cc1cccc2ccccc12,24.8,44.38403639117941,37.3795939121684,37.286655098061104,41.11013757922748,46.70366601908591,34.340485535901124,30.428244850844184,37.56262711874659,39.94067059949347,38.616682201957154,21.81029976245141,27.577973060387592,40.39695696564714,30.802836036028506,24.930820618922624,36.75113934975097,31.03264618440408,25.72281453025654,39.88884690043111,35.36786561955631,35.10174991672504
CCCCCCCCCCCC(=O)OCC(O)CO,52.4,58.95291829055191,63.00775646710879,58.310622925344575,57.77881958870094,61.76991523829663,56.15568749120189,50.70463744533772,56.88119420644827,59.89783854211976,59.30070459967038,61.64420947650453,55.58971776639651,53.81262138015981,57.89840667951036,56.90855700273109,48.02224365936172,52.29864267511542,48.8909440659556,43.417315936938,56.46952133589268,55.885613738667324
O=C(O)Cc1cccc2ccccc12,63.0,81.2256759876878,76.93628965171632,76.39983613172913,65.57752720737007,70.89773407547939,70.5169351185869,58.11558367700375,71.0465859502971,65.70172710613755,69.63861868817966,64.49152141189148,67.01077366211418,68.53989351074274,60.36216101607685,67.56078630192857,64.52647187065446,66.53947688106746,53.84873498494229,58.19524629676506,62.323064106381366,66.97273218183761
Oc1cccc2ccccc12,90.3,90.9205268232077,89.69836128131395,88.22983850559186,93.47091539432634,89.5476509315187,73.30471128423736,77.5921924478871,86.69551008217215,86.5015159792005,82.29182850137491,68.8041132877137,82.6960367903396,84.01464812682343,76.73438309443495,84.51309950040365,81.80749857665108,78.87907852771245,76.67105557392108,81.86812664757181,79.69238650624234,82.69667389313223
CCCCCCCCO,35.1,38.03439131557802,42.54483123190697,39.20872827794207,32.73510880465374,38.29551763205376,33.227150946620675,30.41127862473183,30.761560411971928,33.92483337277908,33.58135309034331,28.56899448639952,32.20472541797621,23.71492331517468,32.857356953088804,27.6278551777214,37.124024324371234,25.81583443386401,27.17225979603996,36.95792613328357,31.517044954302744,32.81428493504017
C=CC(O)CCCCC,14.7,12.611988031027913,13.922176120536117,14.664860361147518,19.8368100753577,19.353000986363064,24.276115380009298,22.655259516080296,16.819590915501998,26.938730773318277,32.767691172611315,16.608412569000105,22.39763530282425,20.099788832610034,22.85555382794813,25.384276821968736,40.05163734307929,23.74624365145529,28.78132777220319,29.31205532794372,27.191091436642743,23.013712310881452
CCCCCCCCN1CCCC1=O,19.5,16.153294803472864,16.37621109931738,20.39879049711504,24.411500531962503,29.163134948436984,10.828286682834523,11.42633650120678,11.34478064590084,18.606110931139423,12.844423441554074,20.803001772098487,11.653007664135473,18.7080818439942,22.47426447764227,17.260105092227626,19.44059996038784,20.826535601072376,21.7273280347347,23.6463394412968,15.299319221829332,18.169572659617973
CC(O)COc1ccccc1,9.9,13.608873754138076,15.425314792745294,12.141172980522164,21.10143362733856,20.282424889865357,12.724246364076322,7.708154802603133,11.204613021347598,20.024242914564898,10.871667456933428,12.623979278277378,11.760511893734408,21.22901324311727,15.30593482195091,17.73104293382557,8.927193962412613,7.546709332970153,10.15189510351086,16.451761330372292,15.987719949811323,14.14039532270588
O=C1C=CC(=O)N1c1ccccc1,55.0,55.95728106950019,58.86324533351387,63.94922430276945,52.74942639040676,50.03636146740432,40.32272898389982,34.671218090986414,52.58768799486559,55.622736717788285,52.7535827242361,48.18004216875485,61.76746459578872,45.49444076496887,55.90844538267204,52.70315975671056,43.26302720138242,40.20965160433304,36.0026631337526,48.99458702853073,32.46613869169855,49.12515567019817
NC(=O)Nc1ccccc1,11.8,15.94457672582604,20.20484283653462,19.607240900129128,17.347275280941403,16.620785549356988,16.43239203588102,15.800006522488967,10.648080051601216,19.596217846850045,11.516770132730043,22.620889006622576,17.682549715582223,25.22801169930174,24.83982837851052,18.277387676041965,13.56212896731111,14.784153768772072,14.231620030411758,19.60213373117957,16.538575631769664,17.554273324392135
CCCOCC(C)O,6.4,2.41574366665229,6.945590171991654,6.366527051918567,6.1848923423676325,5.614313992086672,7.160898562052196,3.168149273256873,5.825006659739223,7.997088989823958,4.2810822284235925,8.440178768113828,3.8293347876073223,6.292321574676457,10.85461643697622,9.638078433647848,4.930371434723597,0.2612425569512595,2.111444031600847,1.8292825884991049,2.8550431957761546,5.350060337344265
C=CCCCCCCCCCCCC,9.6,8.09005409661195,4.205069311107529,9.919106996105445,25.07610631537385,18.107464963808876,7.834652925384695,10.928284461290149,8.306925310226184,13.15107671776531,14.528262398221775,10.59442360736814,7.443430820852015,9.253710285358192,4.634782310145631,4.38740132214749,11.060275131057011,23.595340421411343,15.4292905687037,14.266758745234224,10.364717545961888,11.55885671270677
CCCCCCCCCCCCCO,46.3,29.87451371922529,28.844691332502094,29.497405841289083,42.44600522803984,37.76619831638522,39.53506337794627,35.94435238406512,37.84184808789538,39.41977166468391,42.14374880100248,34.44457567617029,19.837493304378945,23.62726142258164,26.90223602790605,22.836453240456493,41.72710351268845,43.82759003896312,42.282946068314,41.131981210538285,43.60161676468415,35.1766428009858
Cc1ccc(C(C)c2ccc(C)c(C)c2)cc1C,41.1,37.52218859246791,36.614985434212606,39.33734952292503,53.166328778099,50.33963007043093,38.54766065560748,38.38906732877496,33.92708981650477,29.72281126164994,28.69489389917465,33.88738849105427,36.16670466090338,48.181928792519365,32.18278521984415,27.572098189234858,31.65542101233438,43.338583828532734,33.91420463787259,40.49465859554604,46.95937235378345,38.03075755707362
C[SiH](O[Si](C)(C)C)O[Si](C)(C)C,10.6,5.2579771465919976,7.242845349220694,7.77496467628437,8.15678785721149,10.033435746188122,9.54410637917423,7.024285050857763,5.994420111478547,9.848052780878032,8.340448084930351,9.331854134184296,11.194010914717689,10.8629627315105,9.928048743755614,10.408629329038838,5.64393873343225,10.721621972624131,7.2138043193333345,0.6690081249792925,6.863770304487581,8.102748624543958
CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,3.3,0.5298701384527646,6.171140353884731,5.949622529155924,9.811418314984394,9.88015904176526,16.032935004271152,9.4312026863674,16.685673554272572,21.55332243425934,23.98099849408192,8.95755442930114,3.481600465327354,9.261340630361325,8.84553305266034,9.13351246407188,13.875801530694996,16.995718811045066,14.20111788162226,7.098903415304712,6.444961628978525,10.916119343043151
c1cnc2c(c1)ccc1cccnc12,46.1,44.43096203609038,49.87921067773037,41.2160450778626,36.64241334929521,43.08097730175573,32.269309889242315,26.196818725528228,35.78957230234769,35.999062296665564,37.31628652421086,33.61061917230159,41.81951347781061,37.16359880806945,32.75197530959986,33.540562543179426,37.82441407060861,34.19512250223311,38.885643659859845,30.946107105633143,36.52349469923085,37.00408547646278
O=Cc1ccccc1C=O,98.0,54.63322356263677,52.21091679761893,40.18666785331899,30.367377641810364,40.11433907400045,48.79890019876935,45.42894707375902,86.15708228494339,63.11635951944341,68.05830588442458,48.61207578582993,88.44573072504988,57.27604658707398,58.92795930528945,83.2797141081081,66.52375445452412,73.81491165874947,65.5748659316692,54.23017751279976,70.79150720450474,59.827443158216205
CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,-5.7,17.07629641519491,3.092620767220211,19.50028241308681,24.29170813671172,22.76491715454856,14.91021912150665,21.016973053352054,6.213230805615787,9.638548844655016,15.728285072584434,10.283325261096444,6.701569506673138,3.4797901665128563,5.33803179961015,1.8700776206618528,15.124822732538789,16.970005001542727,15.525337386789126,15.612143137580633,22.29141471045102,13.371479955396643
CCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OC[C@H](CCC)[C@@H](CC)CCC,6.1,26.871260702036565,4.95212617590974,26.217832012198883,30.732894222514204,30.73382724828148,17.7913567187617,24.83443076870629,11.873365458094256,21.134130099683635,22.229513413630222,12.508373853983652,5.434050736730434,-1.3176693917851097,8.698765548773661,0.3285630301501996,18.98758672374761,21.361777876712228,19.97502779081858,12.053111630431903,24.522562777817612,16.996144369859884
Oc1ccccc1O,34.4,44.87946987099771,46.0746748113439,44.88547155390804,63.13355695048112,47.99101365916189,33.49629084589235,43.082156585340975,39.76761140658601,49.08374190060176,37.81545606144792,44.38463191674701,31.85604832131364,52.39052308644626,46.203074925907146,38.857839539581285,61.323404223522274,51.23643617914354,48.36418719781592,62.95451352396671,50.77331291988786,46.92767077400467
BrCCBr,13.4,7.887499967226287,6.166537142090107,7.281919272714816,10.888484472108992,8.587220186064442,4.783754401215823,3.278311773020519,12.561291231783809,6.371917570024159,9.731419092216663,5.715836002198323,3.63035241791448,3.795203559958765,8.848379650796193,2.86413376968644,3.823371521076368,4.964578133506244,6.539499265127915,8.81243200572938,2.0544243163572347,6.42932828754085
FC(F)(F)c1ccc(Cl)c(Cl)c1,8.3,31.40196070177059,39.75596641802368,39.44339486704322,43.100217755600205,43.08676280878749,25.385472772732363,10.6393116657166,9.73795033855195,28.590492623600355,15.649230180571417,24.93970011310773,11.741207056376524,27.17874412182979,17.1923048866278,11.806975513306876,16.950030786230577,17.641798315273853,19.12592697611717,25.18591878120659,28.562030383457163,24.355769853296596
Clc1ccccc1Cl,20.8,15.056122688338096,16.099491029250046,10.819739475187312,16.949759332532626,21.31552567719645,21.334247916378505,14.855140016533312,10.221820243569104,23.806638883377342,8.120114505769124,9.373718906768405,6.22678961759123,14.237409171694008,8.666337120009995,6.474467305395073,3.166926544881761,-3.132920443116461,-0.5804448824609238,8.151536439179477,5.129636891567856,10.814602821982115
Cc1cccc([N+](=O)[O-])c1C,56.0,51.40290367273491,51.32592477679378,54.24937740250028,60.93155635773686,54.14324839031057,45.85277401934259,46.1539636774167,48.99095369578964,51.78999545702778,50.71158158655627,48.99179886216149,47.56447392187071,59.03628483435054,51.87372147488302,53.80598970950267,52.5526031512324,48.49069554931296,43.93928820668059,49.044126032463886,45.93930377795144,50.83952822783095
O=[N+]([O-])c1ccccc1[N+](=O)[O-],60.9,51.66037608309515,63.36537221977645,52.08096893998359,58.74928595061137,63.840634621937205,55.97048536810819,48.85997432295685,52.915233752170046,53.83296394843412,49.13516447283615,61.29127000763325,64.50963300003079,69.81631972485225,64.24120137581802,72.17374803104823,52.750064430238105,47.06820286205728,39.58336935795586,43.3343726551418,45.42724860777936,55.53029448662321
c1ccc(OCCOc2ccccc2)cc1,23.4,44.849203112926965,47.52805299891099,34.85281041257103,47.12049154424354,53.32293725988991,33.7688878014139,23.69175758494781,16.767696999628132,29.86706171950342,27.751904188142923,28.36778686816392,16.740523532484882,40.018516363475726,31.234052116138955,28.357402374964398,28.70042300828767,19.383826075062988,38.97409914317138,40.76953305200156,37.72888189211397,33.4897924024022
O=C(Cc1ccccc1)c1ccccc1,63.1,70.46435961960742,72.30698729674015,71.59976657556689,64.37979754626917,65.55302940953544,62.17920610439799,52.445033348924575,69.11861350992422,61.68527443368007,61.67263877779792,48.97575127267054,66.14915957635753,53.19565455919154,58.66089508018122,59.15654070559884,66.40025164099036,70.45346755204302,64.02694547573329,66.98172490491746,70.23185722440917,63.78184773072685
NCCN,13.4,7.268468329159106,4.475672404462628,10.04983735704446,15.797504536002045,15.197953280316176,5.923048281656989,7.677362496399731,1.256100633472876,3.54654973827445,3.1420972148041955,9.862312536804144,6.705671703986745,10.223798250078772,12.388313632607233,10.801502871758586,5.014872797233153,1.7975128123893924,4.342472390485263,9.160065437977153,6.384735436533696,7.55079260707234
CCCCOC(O)CC,10.2,5.272143338733599,5.530042763174976,5.495749262319151,7.624783823949727,10.038179872629517,9.581106050531762,7.805377069479825,6.322996497309802,12.755529854322678,8.195926296153587,12.055453000586958,12.026946169255163,10.981242754052715,14.79662165548373,14.366299437287918,16.858795821598452,3.361837605686759,5.515196536151692,7.4336660480667796,4.478602311237445,9.024824808400613
CC(O)CO,-6.8,3.050491557975583,3.876849207785092,6.736024471393776,4.160907514836701,3.4643450651285264,5.589678025362886,-3.1495113649604107,1.348335988123111,0.6429399348273463,-0.6750891696267516,6.440310277763409,7.73959957690062,7.432136878248055,7.774446754080323,8.021326792406523,0.9868897241026532,-3.121513934885982,1.1437933418158224,-3.3514097996077865,5.587660783247856,3.184910581245868
O=C1NC(=O)C2CC=CCC12,5.3,9.845526064714932,18.78169671214417,13.754754574675708,16.882483264050045,10.320564284483089,9.459120815201585,8.974695378886942,3.869929010847777,12.829490588685022,7.33848197020896,11.595243651963266,4.625191166426568,11.352682960808464,13.458167981994013,6.647744291921541,12.716531763364902,11.497944305463651,14.068694648514692,11.225030342610244,11.448895892542282,11.034643483475392
Clc1ccc(Cl)c(Cl)c1,7.5,6.652024396423599,10.169313761875202,9.371245794940789,19.280165194544125,23.567009729197657,21.28856136565877,20.023968366278883,6.75637954641892,22.70201530367956,6.195657570402325,14.04436724811096,6.710289900962437,16.64117639754413,6.679430971170959,0.1204861664130518,0.8306616042532085,-4.670426261102804,3.011113129417005,11.761501767843896,4.877118261365688,10.300603010769919
Cc1ccc(C)c(C)c1,17.8,16.09145675931352,17.41190599719136,20.879548570499978,23.58922940690944,20.446050280544487,26.643707190909968,22.760593826845348,31.08139093345765,24.60681415278596,21.80197738504984,14.18321415718458,12.745907848430274,26.17211263104039,19.25851373353405,10.323992484464789,18.85045851976012,17.049168648337982,16.682614862951528,23.04875362943357,17.779381839023923,20.07033964288344
Clc1cc(Cl)c(Cl)cc1Cl,1.5,7.045086587966161,28.83032337620716,14.024574097191923,28.22112480489329,38.87447246402471,67.09169858607008,57.8308020326089,45.88784809910817,60.84933925001796,30.665515699853227,35.163377986699764,13.566876210804487,33.20006565365989,19.991007503847428,9.193987624468644,10.51223259842988,11.439791634942274,15.37905148391494,25.27424333336574,18.39783647333844,28.571962775070652
Cc1cc(C)c(C)cc1C,14.1,18.59705582346206,23.616995997535145,27.66308892571042,32.978023237452945,31.450733716350054,38.83560389510846,38.39909477593998,58.08764302663048,36.002244268402315,29.70537637303373,25.034137726263573,18.76456015700837,36.27404441561003,27.27546933348756,17.251474997879196,25.977377824087352,23.61582767307569,28.89220561617001,35.6484890224272,27.39987692429743,30.073466186496596
O=C(Cl)c1cccc(C(=O)Cl)c1,36.8,28.155216249005534,40.87737427195107,38.93228623407412,23.66355654540673,37.68776757256824,32.19947971239398,27.536648679818736,32.47438780680758,35.90649903913076,36.41442596959645,42.48822404614356,46.99537628205446,53.510677727893,28.629516946765307,38.66438748696994,31.45559655963137,55.84052380454054,51.45054014364932,36.83127268869316,51.26029557599784,38.54870266715458
CC(O)CCO,-5.8,2.259196034367939,2.7626883374324294,5.738991428425621,5.0380350038225785,4.661180131729445,5.811811182742609,-1.9184754588204385,-2.381805720190073,1.9565934259730824,-1.392736940185948,7.653623283203728,6.334986146736796,6.895142479908422,7.832281716206065,9.271922923431324,1.8279743458010105,-6.39351442889005,-1.5325078177450706,-0.4128701086220872,3.904852382062373,2.8958684173694875
